,time,ID,text,score,like,dislike,watch_movie
43,2018-08-08 19:56:00,jiki****,별하나도 아깝다 대한민국이 북한 빨아 제끼는 영화를 아무렇지도 않게 만들다니.. ,2,1092,805,False
44,2018-08-08 19:18:00,릅이나듀중이나(dori****),요즘 대북관계 분위기 노리고 그냥 꼴같잖게 국민국민 나불대면서 만든 추한 3류 첩보 영화. ,1,987,710,False
45,2018-08-08 16:54:00,lebi****,연기야 믿고 봤는데...제작 의도가 무엇인지... ,8,667,398,True
46,2018-08-08 22:04:00,짜파게티(gs4m****),지루함. 북한정권 옹호하는 영화인줄은 꿈에도 생각 못함. 스토리도 뻔한 스토리. ,1,911,646,False
47,2018-08-08 18:46:00,gun0****,"배우들의 연기도 그냥 그랬음.무엇보다 민족을 위한답시고, 미화된 공산주의.지금 정권의 문제가 비슷한 느낌. ",1,1298,1034,False
48,2018-08-08 18:52:00,Jacauk(kevi****),"액션 하나 없이 대사와 등장인물 만으로 영화의 긴장감과 분위기를 조성한 점은 칭찬할 만하다. 그러나 왼쪽으로 너무 편향된 정치적 성향, 북이 남에게 저질렀던 만행의 미화와 합리화 같은 연출이 몇몇 관객에게는 불편하게 느껴질 만하다... ",6,691,428,False
49,2018-08-08 09:53:00,sereniTY(rldj****),말그대로 첩보. 한국 첩보영화의 한 획을 긋다. ,10,1069,810,False
50,2018-08-08 22:13:00,hyew****,정치선동영화 잘자다왔어요 ,1,842,610,False
51,2018-08-08 16:49:00,흠(emqh****),9점대는 아니잔아... ,2,1037,809,False
52,2018-08-08 19:47:00,새벽의연화(berk****),북한욕하더니 대놓고 북한선전 영화 만드셨네 보는 내내 불편했다 그리고 꼭 자식낳으면 니들목숨 지켜주는 군대는 안보내겠다 ,2,930,704,False
53,2018-08-09 13:12:00,황별(hwan****),현 정권이라 개봉이 가능했을듯 ,8,314,93,True
54,2018-08-08 19:44:00,cold****,나는 빨갱이가 싫어요. ,1,769,552,False
55,2018-08-08 22:12:00,Rakii(skrg****),시간이 갈 수록 더 욕먹을 영화인 것 같아요~ ,3,782,578,False
56,2018-08-08 18:53:00,zard****,이념논쟁에 알바까지.. 어수선한  평점마당 ,1,895,697,False
57,2018-08-08 21:14:00,JY(nobl****),보는 내내 불편함. 최악 ,1,693,498,False
58,2018-08-08 18:39:00,하늘(hanu****),진짜돈이아까워죽겠네도저히평이 왜 좋은지 모르겠네 나참 ,1,851,659,False
59,2018-08-08 19:19:00,닛시(niss****),황정민 나오면 먼가 다를줄 알았는데현정권에 대한 정치영화인줄 완전실망 ,2,780,589,False
60,2018-08-08 09:46:00,주지니(gong****),배우들이 명품연기에 영화보는 내내 놀라움을 감추지 못했다.구강액션에서 오는 긴장감은 소름이 돋을 정도!!!공작은 꼭 봐야하는 영화이다!!!! ,10,932,751,True
61,2018-08-08 20:22:00,Haod(dudw****),지옥이네요 보지마세요 ,1,779,613,False
62,2018-08-08 17:16:00,남청월(nck0****),씁.... 또 돈 날렸네.... ,1,758,602,False
63,2018-08-08 21:58:00,appledream(hhze****),이 정도면 진짜 '빨갱이'를 이용해먹는 진형이 어딘지... 김대중 당선 순간에 국민들이 환호하며 길거리를 뛰어다니는 장면은 북한 선전 정권에 대한 오마쥬인가? ,1,579,424,False
64,2018-08-09 06:58:00,po98****,독재자를 미화한 면은 우려스럽습니다. 현 정치사회 시점을 고려할 때 영화가 사람들의 객관적인 시선을 블라인드 처리할까봐 걱정됩니다. 정권이 바뀔 때마다 그에 호응하는 영화가 나오는 현실은 대한민국의 발전 없는 편가르기식 문화 행태의 슬픈 자화상입니다. ,3,526,372,True
65,2018-08-08 19:48:00,달식이(yvon****),공짜표 받았다는 친구 말에 혹해서 같이 보러 갔다 정말 친구와의 의리 하나로 끝까지 본 영화. 웬만하면 댓글 안남기는데 진짜 너무 짜증나서 남김. 친정부 친여당 정치영화 그 이상 그 이하도 아님. 영화가 아니라 프로파간다 한편을 본 느낌. ,2,590,450,False
66,2018-08-08 22:09:00,너부링(dnrj****),김대중당선의 정의가된것처럼 하는 영화라좀 애매하네요 ㅋ ,1,504,376,False
67,2018-08-10 00:34:00,아디다S(wngj****),영화가 말하고자 하는게 북한은 한국이 하란대로 했다?북한은 요구를 들어줬을 뿐이다? 뭐여이게 남는것도 없고 감독 북한사람이요? ,1,366,240,True
68,2018-08-08 18:25:00,tktl****,주작으로선동하는영화진짜.. 개극혐이다 레알로 ㄷㄷ ,1,478,354,False
69,2018-08-08 19:55:00,wldh****,걍북한 미화 영화 !!!! ,1,546,424,False
70,2018-08-08 19:56:00,무럭이사랑(yyda****),영화까지 공작하네... 문죄인 정말 대단히 나쁜 정권이다... ,2,521,408,False
71,2018-08-08 19:44:00,sdgsdgsdg(show****),옹호하지말자 너무한거아니냐? ,1,437,326,False
72,2018-08-08 21:58:00,히트다히트(ejfj****),흠 .. 팩트가어디잇는지 .. ,1,453,346,False
73,2018-08-08 21:44:00,무한의 주인(phot****),첩보영화를 가장한 김대중 찬양영화 ,4,475,368,False
74,2018-08-08 23:15:00,별명없음(imai****),첩보액션영환줄 알고 봤다가 벙찜.너무 한쪽으로 치우쳤다. 정치가 하고싶으면 그냥 정치를하지 왜 이런걸 만드냐.1점도 아깝다.아직 사리분별력이 부족한 학생들에겐 픽션이 팩트로 변질되서 받아질까봐 걱정된다진심.다른평점보니 알바가 존재하긴 하나보다.으휴.. ,1,341,235,False
75,2018-08-08 21:36:00,아이리스(dumo****),영화 참 별로 였습니다. ,1,424,320,False
76,2018-08-08 12:07:00,임(park****),빨갱이 미화 영화냐. 정신들 좀 차려라 어휴 ,1,504,400,False
77,2018-08-08 20:55:00,여행(fig1****),정치색으로 물들인 영화 ,1,381,278,False
78,2018-08-08 22:29:00,cubi****,한쪽으로 치우친 정권 옹호 작품 ,1,412,309,False
79,2018-08-08 19:26:00,그늘진눈(haso****),별 0개는 없나? 아쉽다 ,1,495,394,False
80,2018-08-08 22:55:00,alsr****,휴....나름각자정치색이있다지만..이건영화잖아요..!!...티비는채널선택권이있지만 이건 ..영화관들어오는순간..나가거나...자던가ㅠㅠ휴..이런식으로편파적인정치영화는...오히려더자극을 ,1,334,236,False
81,2018-08-08 21:45:00,김찬양(rla2****),정치를 떠나서 영화가 너무너무 지루하고 노잼임 ,1,500,403,False
82,2018-08-08 17:15:00,flow****,정치영화는 믿고 걸러야지 ㅋ ,2,418,324,False
83,2018-08-08 20:28:00,맥IBM(choi****),지루해요.. 그리고 너무 정치색이 많이 묻어났네요. ,1,343,250,False
84,2018-08-08 18:08:00,줄리안(joop****),지루해요!! 별로였음 ,1,613,520,False
85,2018-08-08 20:12:00,빵밥카레비빔밥(t008****),다큐멘터리같고 내용이 무얼 뜻하는지 알기 어렵네요 정치색 또한 너무 편향적이어서 보기 불편하고 돈 날린것같네요 ,1,417,325,False
86,2018-08-08 17:56:00,곱슬머리(butt****),이거도 평점낮으면 조직적악플이라니 이런소리할려나 ,1,371,280,False
87,2018-08-08 23:16:00,이재철(ljc4****),이건 아닌것같다 정신차려라 ,1,261,177,False
88,2018-08-08 22:12:00,크로바(inte****),이걸 영화라고 찍는 ㄴ도 참 한심하다감독도 한심배우도 한심제작사도 한심한국영화 질떨어지게 하지마시죠! ,1,306,223,False
89,2018-08-08 17:50:00,비단물결레이(drea****),노잼. 딱 두글자 쓰겠습니다. 특히 대사는 갓데뷔한감독들도 피해갈 수준낮은 것이어서 제대로볼수없었습니다. ,2,470,387,False
90,2018-08-08 18:18:00,sukw****,선동 오지고 지리고 레릿고 ,1,321,240,False
91,2018-08-08 17:56:00,미카엘(busd****),"아침인데도 지루해서 졸린영화. 진부한 스토리, 노잼. ",3,433,355,False
92,2018-08-08 22:15:00,곽채영(hyer****),오늘부터 한국영화 안봅니다 ,1,334,257,False
93,2018-08-08 20:28:00,메디안(medi****),문제앙 정권 들어선 이후 북한의 살인 독재정권을 대변하는 영화들이 쏟아지는구나. 에혀라. 이따위껄 돈내고 보기엔 돈 아까울텐데. ,1,317,242,False
94,2018-08-08 17:24:00,영소님(leec****),객관적으로 미션이더재밌음 ,2,427,352,False
95,2018-08-08 20:15:00,qpqpqpq(kky7****),김대중 북한 미화영화 쓰레기 ,1,302,228,False
96,2018-08-08 18:32:00,랄라당(insu****),"운종빈 실망인데,,, 비스티보이즈같은거나 찍어라 그냥 ",1,324,253,False
97,2018-08-09 09:23:00,hsh5****,나라가 미쳐가는걸 상징적으로 말해주는영화.북한영화라해도 믿을듯.. ,1,227,157,False
98,2018-08-08 23:02:00,한별아범(deth****),김일성 김정일 김정은 게섹희 독재세습 미화 영화 ,1,230,160,False
99,2018-08-08 21:49:00,필통(jssh****),훌륭한 배우들 데려다가 저렇게 망쳐놓는것도 재주네.시나리오도 거지같고 참 대사 하나하나 손발이 오그라듬.아무리 좌파정권에 잘보이고 싶어도 총선 민주당 패배한게 여당 공작으로 돈받고 북한이 미사일 날려줘서 그렇다는 거지같은 설정은 좀 너무하지 않냐? ,1,265,195,False
100,2018-08-08 18:53:00,ghdt****,알바들 많구나 ... 액션신같은건 기대하지 말고가셔야할듯 ,4,341,272,True
101,2018-08-08 23:21:00,뽀로롱(tiob****),선동오지네. 좌빨영화 ,1,261,195,False
102,2018-08-08 22:38:00,Master(batt****),중후반 부터 보는 내내 불편했습니다 최악의 대통령 핵대중이를 이렇게 미화하다니 ,1,231,166,False
103,2018-08-09 20:24:00,쫑환(leek****),실화인줄 알고 보는사람많을까봐 걱정된다..민주당 정신교육 받고 오는줄..이래서 양당이 균형이 잡혀야는데 너무 한쪽으로 치우치니 영화마저 이러한 작품이 나오는구나....누굴 탓하리....난 정치색이 중립인데 나같은 사람도 이 영화보니 기분이 나쁘네.. ,1,175,112,False
104,2018-08-09 09:42:00,헤헤헤헤(sds5****),재미없다는 사람들 말이 수준이 떨어져서 재미없는게 아니라.. 솔직히 진짜 대중성이 떨어지고 너무 정치색이 드러나는 다큐였음.... 좋은배우로 정치했네ㅠ 시간아깝더라 너무 ,1,182,119,False
105,2018-08-08 21:47:00,바이크킹(esto****),단순 현정권의 정치적인 지루한 영화 ,2,232,169,False
106,2018-08-09 03:44:00,레논마틴(poss****),너무 정치색 심하고 정권에 아양떠는영화다 ,1,178,116,False
107,2018-08-09 08:28:00,노릿노릿노릿타(zubo****),북한미화 좌파영화는 믿고 거름 ,2,179,117,False
108,2018-08-09 08:35:00,juna****,보다가 짜증나서 나올뻔했다좌정권으로 바꼇다고 너무 한거아닌가 지지율 떨어졋다고 영화계까지 좌편향적 삼류 영화로 개입했냐 ,1,180,118,False
109,2018-08-08 22:30:00,모르겠다(benl****),첩보를 보려했더니 너무 좌측으로 치우친 선동다큐멘터리를 틀어줘버리네 ,2,181,119,False
110,2018-08-08 16:32:00,가야산산신령(jsm9****),초반 20분 재밌고 ㅋㅋㅋ전형적인 좌파 영화네 ㅋㅋㅋ문죄인 정권에서 이런영화만 나오듯김대중ㅇ 우상화 북한 도발은 모두 우파가 조작한거 흑금성은 무죄다 ㅋㅋ이말하고 싶은거네 ㅋ진짜 좌좀영화 지겹다 ,1,209,147,False
111,2018-08-08 22:02:00,김미영(kmad****),안 보는게 나을걸 시간 돈 둘 다  아깝다 ,1,235,173,False
112,2018-08-08 19:30:00,수현(md03****),친구들한테 보자고 해서 본건데 재미없어서 미안했습니다 볼려면 혼자 보세요. ,3,256,194,False
113,2018-08-08 17:41:00,레쓰비(biol****),몇번을 졸았는지.. 진짜 노잼 ,1,274,212,False
114,2018-08-08 13:35:00,KIM(jona****),마치 스페인 축구대표팀이 패쓰를 미친듯이 돌리다 결국 지는것 같은 느낌의 영화..지루함은 물론. ,2,384,322,False
115,2018-08-09 17:47:00,강자영(cute****),북한은 1도잘못없고 도발이며 죄다 한나라당에서 저지른 자작극이랜다 북한은 해달라고부탁하니 액션만취해줬다고??? 두시간 내도록 배우들 조동아리만 본것같어 1점도 주기싫은데 빵점은 없어서 1점 줬다 옛다받아라 ,1,159,98,False
116,2018-08-09 01:56:00,주홍석(prai****),응~좌좀 영화야~~선동 오지게 당하겠네~~ ,1,159,98,False
117,2018-08-09 08:52:00,행복 컨설턴트(amen****),정말지루한 민주당 홍보영화였다 ,1,163,102,False
118,2018-08-10 03:44:00,와신상담(soot****),북한 옹호도 적당히... 이게 나라구나.무섭다. 어찌 적국을... ,1,169,108,False
119,2018-08-08 22:55:00,확마(jiye****),진짜 재미도없고 감동도없고 스릴러도 없음 중간에 퇴장함 너무 재미없어서..;; ,1,193,132,False
120,2018-08-08 22:12:00,트레이더리치우(bema****),윤종빈 필모그래피의 오점 ,1,204,143,False
121,2018-08-08 20:30:00,아카사카(dchu****),김대중 찬양 영화인가? ,6,229,168,False
122,2018-08-08 19:20:00,김유정(ebwj****),언제끝나는지 남자친구에게 계속물어봄 ㅇㅇ ,2,242,181,False
123,2018-08-09 01:18:00,이승재(lees****),나라가망할라나보다 친북영화에 언론장악에 정치가 언론장학하는순간 나라망한다는징조다 ,1,154,94,False
124,2018-08-09 08:31:00,JWyC(wnnw****),결론:그 동안의 북괴 도발은 보수정권과 북한의 사전합의된 합작물이며 그 농락을 이기고 정의롭게 당선된 대통령이 킹갓대중이다.선동 영화 지렸다. ,1,156,96,False
125,2018-08-09 09:41:00,터틀이(kjh8****),ㅋㅋㅋ문재앙이 시켜서 만든영화냐 ,1,158,98,False
126,2018-08-09 18:48:00,슈프림(burn****),대한민국 공산화되는거 멀지않았네요 ,1,141,82,False
127,2018-08-08 16:41:00,jj(jins****),참 시간 아깝다. 정치고 뭐고 다 떠나서 너무 자미없는 거 아니냐 ,1,176,117,False
128,2018-08-08 17:16:00,Aiden(theh****),북핵은 김영삼 정권때 만들어 졌으며 북한 내 휴민트가 작살 난 일도 김영삼 정권때 이며 슨상님이 죽어 가는 정권 지원 한거는 아무 상관도 아무 잘못이 없당께요... ,1,150,92,False
129,2018-08-08 22:44:00,emfp****,... 정치색이 너무... ,1,159,101,False
130,2018-08-08 22:30:00,이다미(dlek****),개좌파영화 딱중딩수준 ,2,178,120,False
131,2018-08-09 07:04:00,Konan(jin1****),김대중 찬양영화 무섭다 진짜 영화로 선동하나 ,2,136,83,False
132,2018-08-08 16:59:00,크랙(crac****),아이템이 너무 진부해... ,1,215,162,False
133,2018-08-09 22:48:00,srhk****,이거진짜좌빨영화입니다.보시고 선동당하지마시고개개인이 알아서 평가부탁드립니다.저는 개인적으로 내용은 완전좌빨이라 역겨웠어요배우분들 개개인 연기는 정말좋습니다.내용에 선동당하지마세요 ,1,142,90,False
134,2018-08-08 22:45:00,히히(3333****),이제 정치색있는 영화는 거르게됨. 너무 자주나와서 좀 진부하기 시작했음 ,1,142,90,False
135,2018-08-08 21:54:00,밤수(qjat****),너무~~ 노잼이에요. 비추입니다 ,1,142,90,False
136,2018-08-08 22:07:00,오월(abcd****),개띠용인영화 모... 마지막에 둘이 사랑하는줄알앗음 ㅎㅎ 그거말곤 노잼 ,2,162,111,False
137,2018-08-09 18:50:00,나(babu****),이상하네...대부분 최하점수줬던데 어떻게 저평점이나오는거지? ,2,115,65,False
138,2018-08-09 06:09:00,wata****,연기는 뒤로두고 북한미화 선동영화 ,3,116,66,False
139,2018-08-08 20:19:00,Ostwint(5h5y****),솔직히 돈값은 못하는듯 ,1,188,138,False
140,2018-08-08 19:58:00,초심애(fing****),"40대  중반인데, 다 보고, 뭔 내용인지, 모르겠음.. ",1,194,144,False
141,2018-08-08 16:33:00,준기어(rosj****),기대를 가지고봤으나 내용이 지루함 무엇을 기대하며 만들었는지~~ ,2,207,157,False
142,2018-08-10 01:47:00,dlgl****,무섭다...영화로  정치를  배우지맙시다... ,2,106,57,False
143,2018-08-09 18:53:00,i5i4****,영화도 정권따라 가네 공산당이 좋아요~~ ,1,111,62,False
144,2018-08-16 14:43:00,zx22****,아주 시간가는줄 모르고 몰입하며 집중하고 보았네요 실화라 그런지 더 애착을 두고 관심이 생겨서 영화끝나고 사례를 찾아보았지요 정말 영화 감동도 있고 재미도 있었네요 ,10,116,67,True
145,2018-08-09 06:36:00,lsm8****,문화계블랙리스트는 필요하다 ,2,126,77,False
146,2018-08-08 20:22:00,회현(arti****),DJ 안기부 고문에 의한 자백은 어디로? 정치적인 영화 ,2,132,83,False
147,2018-08-08 19:28:00,조재익(jaei****),뻔하고 뻔하다 예상은 했지만 ,2,129,81,False
148,2018-08-08 22:05:00,김원재(qkqk****),이거보고 한번이라도 웃으면 만원드려요~~~ ,2,169,121,False
149,2018-08-09 20:58:00,환이(sks3****),빨갱이랑 dj정권 미화영화.국가를 거역하고 김대중을 당선시켰다더니 그 이후에 망한결과를 왜곡해서 김대중 덕에 새로운 시대가 열린것처럼 국민을 속인다. 게다가 실제로는 김대중이 흑금성을 무죄로 풀어줬는데 보수정권이 나쁜것처럼 만드는 최악의 좌빨영화. ,1,112,68,False
150,2018-08-08 21:36:00,김수민(loy8****),초반에 보다가 졸아버림ㅋㄱㅋㅋ ,3,120,76,False
151,2018-08-08 19:01:00,_(didr****),처음으로 영화보다 잤다 ,1,128,84,False
152,2018-08-08 14:19:00,윤지원(yhk3****),ㅈㄴ 지루하고 개재미없네 ,1,133,89,False
153,2018-08-08 20:18:00,똥강아지(wwon****),안봐도 본것 같은 느낌. 황정민 조진웅 이성민  주지훈 지겹다. ,1,134,90,False
154,2018-08-08 21:40:00,곽경민(asdf****),"개인적으로 너무 재미없어서 잤음 ㅠㅠ 기억에 남는 건 롤렉스, 소니. 그리고, 귀여운 강아지와 아름다운 이효리... ",1,135,91,False
155,2018-08-08 21:46:00,이왕주(joos****),첩보를진짜구강으로만함로멘스로끝남 ,1,138,94,False
156,2018-08-08 13:39:00,너호(chld****),돈 아깝고 시간 아깝고 다큐멘터리 보는줄 불면증있으시분들 돈 써가면서 자러가지말고 유튜브에 ASMR 수면유도 들으세요 ,1,143,99,False
157,2018-08-08 19:47:00,신승현(jjac****),하...로렉스 광고인줄.. ,1,389,345,True
158,2018-08-10 13:31:00,게임체인저(lets****),인랑은 피했는데 요건 못피했네 ,1,104,61,False
159,2018-08-09 01:57:00,하쿠(iamb****),진짜 평점 잘 안다는데 너무 재미없음...황정민 믿고 보려는거면 그냥 이번은 믿지마세요.. ,1,114,71,False
160,2018-08-09 08:36:00,jean****,너무열받아서 첨써봄..내휴가를 망친 망작 ,1,121,78,False
161,2018-08-08 22:39:00,yanggun(hcya****),알바들 많네!!정말 지루함!! 여친하구 같이 졸다나옴!! ,1,118,76,False
162,2018-08-09 01:41:00,최서진(doro****),평점 왜이렇게 좋음 미쳤나 ㄹㅇ 명품배우 갖다가 쓰레기 영화만듦 존나 노잼 ,1,249,208,True
163,2018-08-09 09:43:00,김현(hyuj****),댓글알바 애진다진짜 재미없음 옆에서 사람들 자고 코골고 난리도 아니었는데 ㅋㅋㅋ 뭐가 재밌냐 이게 ,1,114,75,False
164,2018-08-08 17:19:00,하이메탈(swka****),잘만들었다지만 너무 지루하다...졸았다 ,3,159,121,False
165,2018-08-09 23:13:00,카레빵(lje0****),솔직하게 재미없었습니다. ,1,174,136,True
166,2018-08-08 22:42:00,은기(sej2****),요즘 왜이렇게 정치미화 영화가나오는걸까 무의식속에 세뇌를 시키는걸까 결국 주인공은  빨갱이가되었고 김정은이 나올때마나 나오는 강아지도 이미지를 환기시키기위한 브릿지 깔꺼면 둘다까던가 편파적인 영화느낌에 보는내내 불편했다 ,1,84,47,False
167,2018-08-10 06:27:00,사랑(grea****),역대최악의 영화임. 좌파 영화라는것까진 그렇다치고 너무 성의없이 노골적으로 정치색 드러냄. 머리 좀 쓰면서 영화 만들어야지. ,2,89,52,False
168,2018-08-09 23:10:00,맨유의애완견레바뮌첼(wow6****),과도한 김대중 포장 좌파포장까진 참아준다 근데 진짜 ㅈㄴ지루하다 이건아니지 이성민 황정민 둘이 연기로 살린 졸작이다 진짜로 ,1,97,60,False
169,2018-08-09 03:55:00,이가은(leeg****),아 진짜 너무 이건 아니잖아 ,2,87,51,False
170,2018-08-09 05:00:00,김소정(rlat****),솔직히 좋아하는 배우 출현하는 영화라 긍정적으로 보려고 했지만 주관적인 정치색에 지루함과 극적남북 동지 우정 ? 솔직히 영화를 보고 느낀건 편파적인 정치 내용 밖에 안남는 듯 하네요 ,2,89,53,False
171,2018-08-09 23:54:00,돌돌(jnl0****),대통령이 북한에 미쳐서 영화도 이모양인가 ,1,90,54,False
172,2018-08-09 00:47:00,헬로우(gmas****),그냥 지루하고 재미없었던 영화임 ,1,91,55,False
173,2018-08-08 22:29:00,이상혁(sang****),보다가 나옴 그냥 남한 북한 나오는 영화 ,1,91,55,False
