,time,ID,text,score,like,dislike,watch_movie
14,17.01.18 12:37,LJW103(whdd****),역시 믿고 보는 유해진 현빈!! 정말 재미있습니다!! 핵꿀잼!! ,10,759,144,TRUE
15,17.01.18 0:54,asjkfgu(womg****),기대할 수 밖에 없는 조합.. ,9,721,175,FALSE
16,17.01.18 12:28,성미정(mjjw****),너무재미있었답니다~ ,10,649,141,TRUE
17,17.01.18 1:03,tyutyu(tdki****),투캅스 이후의 최고의 브로맨스 ,10,679,181,FALSE
18,17.01.18 13:40,나는별(log1****),인성이 보려다 현빈본건데 재미잇네요 ,10,566,119,TRUE
19,17.01.18 22:15,crea****,"오늘 어머님이랑 같이 봤습니다. 현빈님은 말이 필요없이 너무 멋지구요. 유해진님  연기는  역시나 보증수표죠. 놀랐던건 김주혁님의 인상깊은 역활에 어울리는 깊이있는 연기였습니다, 공정환님 연기도 엄지척!  윤아님 넘  이쁘게  나오시고. 전 대박추천! ",10,544,107,TRUE
20,17.01.18 21:40,Rucy(djss****),현빈 왜이리 멋있죠... 배우들 연기도 굿 재밌어요 ㅋㅋ ,10,498,92,TRUE
21,17.01.18 0:53,hood****,생각한 것 이상으로 잘 나온 영화같다 ,9,473,107,FALSE
22,17.01.18 12:44,ebit****,재밌게 봤읍니다 중간중간 코믹한 대사가 유쾌했어요 남북공조수사라는 아이디어가 좋았네요 ,7,454,111,TRUE
23,17.01.18 13:10,jjlo****,현빈 넘 멋져요~즐겁게 봤어요 ,10,424,102,TRUE
24,17.01.19 3:57,멋진남자가되자(youm****),현빈 개멋있다 윤아 개이쁘다 ,10,382,80,TRUE
25,17.01.18 12:23,민지(yeah****),잼써요 현빈존잘@.@ ,10,392,93,TRUE
26,17.01.18 1:03,the1****,숨고를 틈 없이 터지는 액션과 유머♡ ,9,413,123,FALSE
27,17.01.18 13:28,bmer****,개인적으론 현빈 역대급 액션 연기와 김주혁 카리스마 쩝니다.. ,10,318,55,FALSE
28,17.01.18 12:41,noh7****,가끔 웃을수도  있고 감동도 있어 좋았습니다 시간 가는줄 모르고 재미 있게 봤습니다 ,10,355,93,TRUE
29,17.01.19 8:44,bby1****,더킹 자리없어서 공조봤는데 진짜 공조보길 잘한거같음 진짜 말이 필요없다 ,10,322,73,TRUE
30,17.01.18 22:16,태뿐a(dude****),현빈 존잘..오랜만에 액션신 제대로 본듯한 느낌 ,9,245,53,TRUE
31,17.01.18 12:12,blue****,재미있게봤구요 유해진씨연기가 날로느네요 ,9,284,92,TRUE
32,17.01.18 22:08,핫핫(tj38****),윤아씨 스크린 데뷔작이라 갔는데 정말 재미있게 봤어요 다른분들도 좋았지만 윤아씨 능청스러움에 호탕하게 웃었네요 ,10,257,68,TRUE
33,17.01.18 21:39,dbsw****,현빈이 너무잘생겨서 울고싶었어요 무튼 정말 재밌었어요♡유해진도짱ㅜㅜ ,10,238,59,TRUE
34,17.01.18 0:02,JM(wjda****),남한형사 현빈 X 북한형사 유해진 ,10,301,130,FALSE
35,17.01.18 13:57,하준민준맘(mada****),아~~진짜 영화선택 탁월했어용ㅎ완전 빠져서 ㅎㅎ유해진 이랑  현빈의 케미가 죽여줍네용ㅎㅎㅎ또 봐도 좋을거같아용^^사랑합니다 ,10,226,60,TRUE
36,17.01.18 15:37,쩌미(wngm****),몰입도 괜찮구요현빈 멋있게 나오구요유해진 웃기구요지리구요 ,10,211,61,TRUE
37,17.01.18 0:52,18(wjdt****),남북이 하나되는 듯한 느낌이라 넘 좋았어여 ,10,239,105,FALSE
38,17.01.18 23:59,tymm****,액션이 특히 좋았어요. 강추합니다. ,10,170,43,TRUE
39,17.01.18 12:58,dh9d****,재밌게 웃으면서 잘봤습니당 ,9,191,66,TRUE
40,17.01.29 21:01,조아름(rumm****),개연성 부족하고 억지감동..그냥 전형적인 상업용 영화 ,1,373,250,TRUE
41,17.01.18 12:52,김준영(kjy0****),억지로 이끌어가는 스토리에 정말 경이로웠다;; ,1,381,260,FALSE
42,17.01.29 1:09,대위의딸(indr****),킬링타임용.. 기대인하면 볼만한데 전개가 매우 부실해서 실소가 나옴 ,1,381,261,TRUE
43,17.01.19 0:00,이영환(liyo****),나름 잼있음 현빈 존라 멋져 ,8,170,53,TRUE
44,17.01.18 13:15,citsim(bahn****),재밌었음유혜진겁나웃김ㅋ ,10,189,73,TRUE
45,17.01.19 9:31,네트(hain****),현빈만을 위한 영화....진부한 내용 ,1,244,128,FALSE
46,17.01.19 11:20,코딱지(babo****),9점때는 아닌것 같은... ,1,253,138,FALSE
47,17.01.23 2:32,jpka****,기대이하의 올드한 한국 액션코미디. CJ언플 쩐다 ,1,263,148,FALSE
48,17.01.19 0:12,롯데씨뮤즈(mwhr****),1000만이상이 확실함 ,10,213,102,TRUE
49,17.01.18 20:33,iso1****,넘 재미있게 봤어요.현빈의 액션 연기 넘 최고~~^^ ,9,147,43,TRUE
50,17.01.18 16:33,edwood(eddw****),나참 1970년대 영화 보는 줄. 관객을 우습게 봐도 유분수. ,1,273,173,FALSE
51,17.01.29 14:45,법(toda****),8.84 를 받을 영화는 아닌거같아요 개연성ㅇ ㅣ특히나 너무 없어요.. ,1,183,85,FALSE
52,17.01.28 21:59,otti****,평론가점수가 지대로네 ,1,216,121,TRUE
53,17.01.19 11:49,우현(zmfn****),생각보다 점수가높아서 평론가점수가정확 ,1,259,164,FALSE
54,17.01.18 19:21,화양연화(happ****),연기력이 빛나네요...현빈 ,10,140,47,TRUE
55,17.01.18 17:27,낌꽝(pia0****),지루할 틈 없이 너무 재밌게 잘 봤어요어머니도 많이 웃으시면서 보셨어요 ,10,142,52,TRUE
56,17.01.18 16:44,김태균(gofo****),재밌다. 오랜만에 웃었네  윤아는 이쁘고 현빈은 잘생기고 유해진은 매력넘치고 최고의 조합이네 ,10,143,53,TRUE
57,17.01.29 14:26,광해(ora5****),"알바너무많네. 개연성은 어디다 엿 바꿔먹고, 중간중간 이해 안 될 상황도 너무많다. 종반부에 그 귀하다는 판을, 장관회담까지 열리게 한 판을 혼자 들고가게 하는게 말이됨? 이건 감독이 욕 쳐먹어야함. 유해진이니까 그나마 이 정도라도 살린거임. ",1,172,84,FALSE
58,17.01.19 1:01,쓰레기오빠(reds****),의외로 현빈.유해진 케미좋네..  생각없이 시간보내기엔 좋은영화 ,9,122,36,TRUE
59,17.01.18 13:13,아카시아(jdw3****),재미있게 잘봤습니다^^ ,9,137,54,TRUE
60,17.01.30 16:39,하나둘셋(xkfl****),진부한전개에 어떻게 2시간동안 이정도 내용밖에 담지 못했는지도 의문이네요 보면서 몇번 피식하는 장면은 있고 액션신은 생각보다 봐줄만했습니다 근데 이게 어떻게 8.85점 짜리영화인지 절대 모르겠네요 전 검사외전보다 재미없는영화 첨봅니다 ㅋㅋ ,1,147,69,FALSE
61,17.01.18 7:15,술잔속의달빛(jade****),10점 아니면 1점...댓글부대의 평점조작에 열받은 네티즌의  평점테러! ,6,178,100,FALSE
62,17.01.19 2:55,잉옹(wkda****),스토리가 뭘 말하고자하는지 모르겠네요 ,1,165,94,FALSE
63,17.01.18 18:28,데이빗베컴(seha****),알바들아 적당히하자 진짜 ,1,174,103,FALSE
64,17.01.18 18:37,muse****,남자가 봐도 현빈은 멋있다. 유해진의 친근한 연기와 김주혁의 카리스마. 볼 만한 영화다. ,10,108,38,TRUE
65,17.01.19 0:34,rejowei(hihs****),스토리가 별로..식상 ,1,142,72,FALSE
66,17.01.19 6:40,eun9****,네 현빈 연기가 아주 좋아요.. 재미짐요 ,5,112,43,TRUE
67,17.01.19 10:02,baguette(reme****),배우가 아깝다.... ,1,162,94,FALSE
68,17.01.18 17:27,송가원(rkdn****),유해진 현빈 이주혁 주연들의 연기 참 좋습니다한번씩 들 보세요~ ,10,121,60,TRUE
69,17.01.19 12:36,낼름낼름(jjun****),요즘에도 이런작품이 먹힐거라 생각하나...감독 반성좀 해라. 아무리 코미디라지만 개연성도 없고 너무 유치하네요. 요 근래 본 영화중 최악. ,1,168,107,FALSE
70,17.01.18 12:08,홍지표(kiss****),재미잇어요ㅠ뭐 딱 생각한대로지만 ,10,110,50,TRUE
71,17.01.18 1:11,verr****,살짝 아쉬운감이 없지않아 있었지만 그건 일부러 배우들의 감정선에 집중하셨다고 하신 감독님의 의도라 하셔서 괜찮 ~~ 재밌어요 강추 ,10,124,65,FALSE
72,17.01.28 2:06,임지혁(pish****),갠적으로 노잼 진부한 클리셰 ,1,104,48,FALSE
73,17.01.18 15:04,밥(wjdg****),초중학생수준의 그런 재미잇는영화 ,1,169,114,FALSE
74,17.01.18 20:20,행우(jhwd****),굿굿 아주 너무너무 깊게 영화 잘봤습니다 ,10,93,41,TRUE
75,17.01.18 17:29,짜리(you9****),현빈과 해진님의 꽁트같은 신이 많군 ,8,92,41,TRUE
76,17.11.02 22:49,탱구(jimb****),김주혁씨. . 이제 연기가 물이 오른것 같았는데 . . 당신을 떠나보내야 한다는게 정말 절망적이네요. . 영화계에도 큰별이 진것같아 너무 슬프네요.  김주혁이라는 사람을 보내는게 이렇게 우울하고 슬플수가 없네요. 이게 꿈이길 바랍니다. ,10,53,4,FALSE
77,17.01.18 22:46,우영(dndu****),댓글 알바..?액션때문에 별 하나.개연성 없고 유치하고 기시감 투성이.탐정 더 비기닝에 의형제 섞은 느낌? ,1,103,55,FALSE
78,17.01.18 7:51,hiph****,음.. 이건 별로임... ,1,163,115,FALSE
79,17.01.19 9:06,파블로(pk20****),"18일 보고나니 총체적 난국이네요. 한국영화 수준을 10년전으로 되돌리는 느낌에다가  영화도중 중간에 나가는 사람도 간만에 봤네요.  정말로 배우가 아깝고, 제작비가 아까운 영화이고  영화가 끝날때까지 수준 이하의 장면이 끝나지 않네요. -.-;; ",1,147,102,FALSE
80,17.01.27 16:08,코아(shmo****),최악이다 ...진짜 재미 없게 본 영화 ..돈이 아깝다 ,1,157,113,TRUE
81,17.01.19 10:53,freeeerf(jyaj****),연기는 좋으나 스토리나 연출은 좀... 나이드신분들은 웃기다고 좋아하실듯 ,1,120,77,FALSE
82,17.02.02 23:28,wss0****,중반 까지는 그럭저럭 볼만하다가 후반부 납치씬부터 오글거림과 진부함의 극치를 달리고 있음 둘이 언제부터 사이가 좋아진거야? ,1,71,29,FALSE
83,17.01.19 12:09,Nosferatu(film****),"와아~ 윤제균 제작이다, 아주 균이네 균 ",1,107,66,FALSE
84,17.01.18 15:55,싸이버거(dong****),쌍팔년도에 리쎌웨폰에서 울궈 먹고 구OO대 다이하드에서 한 번 더 울궈먹고 밀레니엄때 러시아워에서 아주 고이 고이 우려먹은 버디무비스타일. 21세기에 너무도 안 어울리는 이야기. ,1,142,101,FALSE
85,17.01.18 21:05,7003****,오늘 공조와 더킹 둘다 봄..둘다 괜찮은데. 개인적으론 공조가 더 맘이 가네요..모처럼 지루할 틈이 없는 영화를 본듯...멋진 현빈. 기대대로의 유해진. 생각이상 김주혁 ..그리고 윤아는 큰 역할이 아님에도 너무 자연스럽게 연기해. 놀랐다는~ ,10,89,49,FALSE
86,17.01.19 9:09,noa(wjdd****),몰입도안되고 그다지 재미없었음 ,1,102,62,FALSE
87,17.01.18 17:34,훈(love****),기대가 높아서 그랬는지 몰라도 스토리 진행이나 연기 모두다 너무 않좋은거 같아요 ,1,105,65,FALSE
88,17.01.29 2:30,당동대장(foll****),제발  댓글에 낚여서 보지 마세요 ,1,123,83,TRUE
89,17.02.04 11:07,배우며살자(aswo****),양산형 ㅆㄹㄱ영화 보지마셈 ,1,66,27,FALSE
90,17.02.02 12:15,dogg****,진짜 언론플레이 개쩌는 영화임 ㄷㄷ돈 아까워 죽겠음 ㄷㄷ 이거 괜히 더킹 사람들 못 보게 하려고 수작 부리는듯 ,1,66,27,FALSE
91,17.01.19 12:58,제이(jaez****),현빈의 액션도 그렇지만 유해진과 윤아의 캐미도 돋보였음 ,10,75,36,TRUE
92,17.01.18 21:43,김고운(gzzz****),스릴넘치구 스토리 좋고 추격씬 재밌었어요 ,10,77,38,TRUE
93,17.01.18 19:41,잡초(jabc****),"가볍게 보러 왔는데, 액션도 좋고~~명절 영화로 딱일듯 ",10,72,34,TRUE
94,17.02.09 3:12,예스(djdd****),배우들 연기력이 아까울 스토리 ,1,86,48,TRUE
95,17.01.28 21:15,sys5****,진짜노잼 재밌다는애들은 알바인가 ,1,132,94,TRUE
96,17.01.19 11:09,멍보(sjh1****),윤제균제작이다 더이상 무슨말이 필요한가... ,1,101,67,FALSE
97,17.10.31 21:46,이얼아리(qkck****),김주혁배우님.. 하늘에서는 편히 쉬기 바랍니다 삼가 고인의 명복을 빕니다... ,10,38,5,FALSE
98,17.01.18 21:18,vira****,"기대 이상으로 박진감 넘치는 전개에 지루할 틈 없이 본 영화. 남북이라는 다소 빤할 수 있는 소재라고 생각했는데, 역시 현빈, 류해진은 믿고보는 배우였다. 멋있네요. ",8,54,21,TRUE
99,17.01.18 17:23,임송이(alwn****),현빈의 액션에 유해진의 코믹함에 감동적이기까지... 2시간동안 시간가는줄도몰랐다. 알차다. ,10,55,22,TRUE
100,17.01.19 2:08,이용학(mmb1****),아주 재밌게 봤습니다 ㅎㅎㅎ지루하지 않아요 ,10,58,25,TRUE
101,17.02.03 0:46,도리도리까꿍1(shee****),북한 냉혈한형사가 정신교육을 얼마나 철저히 받는데 4일만에 마음열고 조국포기하고 지폐쇠덩이 버리고 앉았어 유해진도 무슨 나때문에 동료들이 희생됬습니다 이거하나갖고 맘을열어 진짜이랬으면 벌써 통일됬을듯 너무 억지야 억지 ,1,59,26,FALSE
102,17.01.30 11:52,DOLL(dudt****),왤케 빨아재끼는지 모르겠는데진짜 개노잼임.. ,1,68,35,FALSE
103,17.01.28 9:15,마코위츠(cjsw****),알바들 평점으로 영화관객수 몰이하는거 그만하자 진짜 넘하네 지루해서 혼났네 에휴 cj에서배급하는건 평점이 다좋아 영화다 존노잼인데 ,1,68,35,FALSE
104,17.01.18 21:27,tjwj****,ㅈㄴ재밌음 노빠꾸다이건 ,10,68,35,TRUE
105,17.10.31 20:20,요라이너(jsj2****),영화배우 김주혁씨의 고인의 명복을 빕니다.... ,10,34,2,FALSE
106,17.11.03 23:10,qkrd****,김주혁 ㅠㅠ 진짜 섹시하게 나오네...구탱이형의 다른 모습 잘봤어요 ..구탱이형의 연기를 못본다는게 너무 가슴이 아파요 ,10,36,4,FALSE
107,17.01.19 12:48,루시(hgf0****),가족들이랑 재밌게 보고 왔어요! 추천추천~! ,10,52,20,TRUE
108,17.01.18 16:45,조성민(robe****),재밌었어용ㅎㅎ  유해진 윤아 웃기구 근데 코믹보다는 액션이많아요. 중간엔 맘졸이 면서 봤어요 재밌으니깐 보세용 ,9,65,33,TRUE
109,17.01.29 12:09,ㅇㅣ지은(0415****),"뻔한 설정에 뻔한 전개. 두 배우의 연기는 좋았다만 그게 이 영화의 끝이다. 코미디와 액션이 뒤섞여서 혼잡스럽고 특히 이야기의 전개 수준은 딱 초등학생 수준. 마지막의 납치극 신파극은 진짜 경이로울정도로 뻔뻔하고 어이없었다 억지감동, 억지재미의 공조. ",1,66,34,FALSE
110,17.01.19 2:05,0000(s75d****),부담없이 재미있게봤어요 ,8,43,12,TRUE
111,17.02.06 15:00,연(mnmc****),내용이너무뻔해서긴장감이없네요 ,1,65,34,TRUE
112,17.01.29 15:09,hs02****,현빈 유해진 티켓파워였음. 그냥 시간떼우기용 영화. ,1,91,60,TRUE
113,17.01.18 15:02,뫼뫼뫼(kwan****),"딱 그냥 상업용 ㅇ영화, 이런 영화 너무 많다. 그만좀 만들어라 ;; 7점 중반이 적당하니 1점ㅈㅁ ",1,96,65,FALSE
114,17.01.18 18:50,배시윤(siyu****),2017년 첫 영화가 이 영화라 참 안타까웠습니다 -_-; ,1,105,74,FALSE
115,17.10.31 19:25,서리아(hyu1****),주혁 오빠 당신의 악역 연기에 감탄하였습니다. 적과의 동침과 공조 잘 봤습니다. 이제 다시 볼 수 없다니... 너무 보고 싶습니다. 이제 편히 쉬시고 평생 잊지 않을게요 ,10,34,4,FALSE
116,17.01.28 19:50,cyw1****,유치했어요 현빈 잘생긴 거 빼고 별로 ,1,64,34,TRUE
117,17.01.19 9:52,승석S2미나(ssmn****),8.6 평점은 높은것 같습니다. 보정하기 위해 1점 투척 ,1,74,44,FALSE
118,17.01.18 12:52,마법사(blue****),자꾸 이런영화만드니 북한과 친구인줄 알지 ,1,83,53,FALSE
119,17.02.07 17:22,wnse****,600만이라는 숫자는 남녀가 밥먹고 바로 모텔가기 뭐하니까 나온 숫자인듯하다 최악이다 ,1,95,65,TRUE
120,17.02.08 9:28,xxxy****,뻔한 스토리라는건 예상하고 가서 액션만 보니까 볼만했는데 마지막 가족 납치는 정말 최악이었다 이런영화가 600만이 넘다니 ... ,1,46,17,FALSE
121,17.01.27 11:08,절대자(sss1****),정말 간만에 본 3류 쓰레2기 영화였다엉성하고 많이본 스토리 재탕에 음악까지 왜이리 촌스러운지 보는 내내 하품만..알바들에게 낚인게 죄지 러닝타임중 10분은 차에서 농담따먹기 집구석에서 30분 수다..참 편허게 찍죠잉 도깨비 한회보다 못한 쓰레2기다 ,1,54,25,FALSE
122,17.01.23 5:15,ruca****,영화보다가 세번이나 나갈뻔했음... 유해진 김주혁 현빈어찌이런 ×레기를 만들다니 ,1,62,33,FALSE
123,17.01.18 18:27,mgso****,표절영화가 다시는 수면위에 드러나서는 안된다 ,1,69,40,FALSE
124,17.02.06 23:11,steelro(hoya****),초반은 재미있었습니다. 용의자와 아저씨를 뛰어넘을거란기대...하지만 뒤로갈수록...예전 투캅스인줄...스포가될까봐 내용은 말못하지만...유치한설정...으로 잠이오더이다. ,1,48,20,FALSE
125,17.02.10 2:51,dpgn****,현빈빨의 영화.... ,1,36,9,FALSE
126,17.01.18 19:34,sj0625(juj0****),재밌어요~~역시 유해진이란 말이  절로 나옴~~캡짱 멋져분 현빈~~ ,8,45,18,TRUE
127,17.01.18 21:26,딸기(kimj****),현빈이 너무잘생겻고 이제 현빈을 좋아할것이에용 ,9,48,21,TRUE
128,17.02.05 18:30,홍아름(azsk****),재미없고 뻔한 스토리며 하여튼 별로에요오 ㅋ ,1,49,22,TRUE
129,17.01.20 2:18,종필(jpp0****),재미없던데...김주혁 혼자 연기하는 줄... ,1,70,43,FALSE
130,17.01.18 14:48,경남 JIN(undr****),주연들의 연기가 정말 예술입니다~ 재밌게 잘봤습니다 ,9,46,20,TRUE
131,17.01.18 22:24,징르아(wlsd****),너무너무너무너무너무너무재밋당 ,10,51,25,TRUE
132,17.01.19 1:48,이은혜(pret****),현빈 너무 멋있고 그와중에 유해진도 잘생겨 보임 ,9,38,13,TRUE
133,17.01.19 13:04,최진욱(jinu****),굿굿짱재미진다느으응으응으응ㅇ ,10,39,14,TRUE
134,17.01.20 16:27,곽영규(lab-****),흐름도 좋지만 액션볼거리가 흥미로웠습니다. ,9,42,17,TRUE
135,17.02.05 10:21,kimc****,전형적인 90년대 스토리와 예상되는 전개...500만의 이유를 모르겠음...시간가는줄 알고 봄... 진짜 따분함.... ,1,46,21,FALSE
136,17.02.05 9:32,sksk****,더킹 보려했다가 공조 잼잇다는 입소문 듣고 봤는데 이게 뭔지..  정말 한숨만 나옵니다정말 잼있나요? 전 영화보는 수준이 높은 사람도 아니지만 정말 수준이하의 영화네요개연성도 떨어지고 현빈 아우라도 그냥 쏘쏘 ㅜㅜ아우 내 돈 ,1,48,23,FALSE
137,17.01.18 18:06,Colin(wndd****),CJ 감성영화 JK필름 제발... ㅡㅡ ,1,51,26,FALSE
138,17.01.18 11:32,최강처리(sesl****),영화는 역시 재미는있는데 좀아쉬운면도있네요 ,9,58,33,TRUE
139,17.01.18 14:57,장일석(jis6****),현빈과 유해진의 케미가 꿀잼^^ ,9,37,13,TRUE
140,17.02.02 23:05,cdio****,방금보고나왔는데 현빈대사는 다씹히고 영화가 집중이안되고 돈아까움 ,1,38,14,FALSE
141,17.01.28 10:20,dudd****,어떻게 이런 영화가 1위일 수 있는지 궁금함. 너무 최악이라 다들 할 말이 없어서 평점을 안 다는 거라고 생각함. ,1,40,16,FALSE
142,17.02.06 23:54,김종민(gasi****),9점대라고 하기엔 너무 부족한 영화.. 고증은 씹어 먹은건 둘째 치고 스토리가 너무 허술하다 그냥 상업용 영화.돈벌이 그이상 이하도 아님 ,1,41,17,FALSE
143,17.01.30 14:22,이승준(hamc****),"크 OO노잼 쓰레기 영화가 당당히 예매율 1위하는 클라스 보소 ^^ 평점엔 알바 천국이 따로 없고 ㅋㅋㅋㅋ 일본 영화계는 오타쿠들이 점령하고 한국 영화계는 CJ, 롯데가 점령하네 ^^ ",1,42,18,FALSE
144,17.02.03 0:41,소울맨(hope****),와 평점봐라.. 내 여친은 옆에서 자던데 ㅋㅋㅋ 10년전에 개봉했으면 흥행했을수도 있었을듯 스토리가 너무 진부하고 옛스럽습니다. ,1,43,19,FALSE
145,17.01.18 21:58,아율스파(ayur****),재미있고 구성도 좋고 현빈 넘 멋있어욤~ ,10,47,23,TRUE
146,17.02.09 2:58,김한나(kqj8****),억지설정과 쓸데없는 대사와 장면 유치한 음악까지.. 별한개도아깝다.. 희극배우와 정극배우의 물과기름 같은 대사와 연기도 문제.. 부디 별다섯개는 알바들이 한짓이길..한국관객의 수준이아니라.. 김주혁만 아니면 중도에 뛰쳐나갔을것.. ,1,31,8,FALSE
