time,ID,text,score,like,dislike,watch_movie
2020-01-27 19:27,Dtrk(jdu0****),김재규가 영웅이 아니라고   영화는 김재규를 꽤 중립적으로 묘사했다  민주화를 위해 혹은 2인자에서 밀려날까하는 점 등에서 사살의 이유는 복합적이었다  그러나 여기서 그를 영웅으로 여길 수 있는 점은 김재규가 다까기 마사오를 사살하지 않았더라면 무고한 부산  경남 시민이 빨갱이로 매도당해서 100만 이상이 죽을 뻔했다  5 18  광주민주화운동보다 규모가 더 컸을지 모르지  김재규가 마사오를 사살함으로써 그런 비극을 막을 수 있었는데  그것만으로 영웅대접 가능하다고 본다  적어도 난 부산 20대 시민의 입장으로서 그렇게 생각한다  우리 부모님 또한 무고하게 죽을 뻔하셨을 수도 있었거든  ,10,675,353,TRUE
2020-01-22 17:45,사우스포(pana****),일베와 박사모들이 죄다 몰려 와 평점 테러하고 자빠졌네  ,10,1755,1442,FALSE
2020-01-22 22:02,형(car4****),이병헌 안면근육까지 연기합니다  꼭보세요 추천합니다  ,10,530,222,TRUE
2020-01-22 10:15,미셸(jihy****),이런 분위기 영화 진짜 오랜만    다들 연기도 쩔어서 몰입도 장난 아니었음 2차 찍으러 갑니다 ,10,852,546,TRUE
2020-01-22 12:19,KH먹방(dmag****),이병헌 어떻게 눈두덩이까지 저렇게 디테일하게 연기하지    몰입도 최고 간만에 재밌게본 한국영화  ,10,674,384,TRUE
2020-01-23 8:03,Berserk(wing****),많은 사람들이 봤으면 하는 영화  이병헌은 맡은 역할마다 연기가 아니라 그냥 그 사람이다  ,10,492,225,TRUE
2020-01-25 20:47,jord****,몰입감 대박  이병헌의 OOO기   70년대 그 때 그 현장에 있던 느낌을 받았네요 명절 맞이 부모님과 같이 봤는데 정말 재밌게 잘봤습니다  ,10,441,177,FALSE
2020-01-24 11:33,2020(fast****),이병헌  당신의 연기란 ,10,503,245,TRUE
2020-01-22 10:12,하늘그림(blue****),개인적으로 내부자들보다 더 깊이도 있고 세련미 넘치고 재미있게 봤다  이병헌 존멋  조조로 봤는데도 1도 안졸리고 시간순삭당함 ,10,709,465,FALSE
2020-01-22 9:03,안녕하소(gjdb****),확실히 우민호 감독은 이병헌과 만나야 시너지가 생긴다 ,10,718,493,FALSE
2020-01-26 15:58,원어민(8kjg****),잘만들었다 일베들의공격이 예상됨 ,10,492,275,TRUE
2020-01-23 14:12,photo(only****),쫄깃쫄깃합니다  내부자들보다 재밌습니다 이병헌  이성민  곽도원  이희준 네 명의 연기가 목구멍 아래에 총을 겨눈 것처럼  아주 그냥 팽팽합니다  ,10,485,273,TRUE
2020-01-26 0:19,니안(skyt****),원래 감상평 잘 안 남기는데 이상하게도 계속 여운이 남는 영화에요 ,10,331,155,FALSE
2020-01-22 10:19,스(zoof****),이병헌 이희준 곽도원 다들 연기가 미쳤음 세련된 느와르로 돌아온 우민호  ,10,570,400,FALSE
2020-01-22 10:12,마용(ayun****),배우들 연기가 진짜 정말 최고였던 영화 재밌어요    ,10,645,482,TRUE
2020-01-24 16:45,zin(silv****),담백합니다  불순물이 거의 없습니다  편중된 의견없이 필요한 이야기만 한 것 같은데 완전히 빠져들었습니다  배우분들 연기 매우 좋았습니다  ,10,403,248,TRUE
2020-01-22 23:00,June(pkjk****),이병헌 연기력도 쩔지만 이성민 배우님 박통 씽크로율 대박임    이번엔 진짜 얼굴 표정만으로도 연기 할 수 있다는 걸 입증함  역사적 사실을 각색한 영화임  박통이 독재자 었던 것도   부산에 탱크 보내서 광주 꼴 내려 한 것도 사실인데 왜 평점 테러함  ,10,349,198,FALSE
2020-01-25 20:45,belovedkatie(kgi8****),연기 몰입도짱쳐지는거없이 긴장감 백푸로기대이상 꼭보세요 존잼 ,10,273,124,FALSE
2020-01-25 20:44,박상구(gugu****),다 아는 내용이지만 배우들 연기가 너무실감나게 잘한다 ,10,250,116,FALSE
2020-01-22 10:04,박연수(yuns****),영화를 본 사람들은 압니다  연출  연기  스토리  영상미  OST 전부 다 가져가는 영화 ,10,485,359,FALSE
2020-01-23 17:11,APPRENTICE(amaz****),이병헌 연기를 너무잘함팩트와 픽션을 잘 조합함 ,8,331,210,TRUE
2020-01-25 20:47,이수진(ghkr****),묵묵히 조용히 지켜 본 사람이 승리자였네 ,10,229,112,FALSE
2020-01-22 23:11,taij****,임자 옆에 내가있잖아 임자 하고 싶은대로해    ,8,1635,1521,FALSE
2020-01-23 13:55,그(kyju****),완전 초집중 분위기가 다 했어요 ,10,430,320,TRUE
2020-01-25 1:00,사막비(youi****),고민하는 사람들에게  내부자를 재밌게 본 사람이라면 재밌을거야2시간 내내 긴장하고 봤다 ,9,244,142,FALSE
2020-01-23 9:41,자연(dnjs****),이병헌과 이성민의 연기가 좋았던 영화  ,8,240,157,TRUE
2020-01-31 8:54,양초롱(as64****),박사모들이 다 봤으면  특히 부산 박사모 꼭 보길  각하가 부산을 탱크로 밀어버리려고했단걸 보길  탕탕    ,10,112,47,TRUE
2020-01-22 10:01,litt****,평점테러하지마세용    ,10,597,535,FALSE
2020-01-27 15:21,윤진효(sera****),머머리 좀도둑     ,9,78,19,TRUE
2020-01-22 10:17,skikiki(seai****),정말 오랜만에 보는 배우들의 연기가 꽉찬 영화  스토리도 영상도 1시간 50분내내 붙들어둠 ,10,381,323,FALSE
2020-01-28 23:41,뿌뿡뿡(king****),김재규에 대한 사실에 기반한 평가가 필요하다  그는 어떤 인물이었을까  박정희에게 버림받아 앙심을 품은 것일까  진정으로 민주주의를 부르짖은 것이었을까 ,7,101,44,TRUE
2020-01-24 17:06,뿌뿡뿡(king****),관람 포인트  1  20년 독재 끝에도 놓지 못했던 권력욕  2  권력 때문에 국민을 탱크로 밟으려했던 국민의 대통령  3  그가 밀어버리려 했던 지역은 그와 그의 딸  그 정당에게 현재 가장 큰 지지자들이라는 사실   ,10,94,41,FALSE
2020-01-23 1:33,안효정(dksg****),다들 연기 잘하시는 배우들만 나와서  연기가 아주 미쳤습니다     이병헌은 정말 연기천재인듯   ,10,225,174,TRUE
2020-01-27 21:25,scou****,결국 스위스 계좌는 전두환이 꿀꺽했다는 말인가  ,10,76,26,TRUE
2020-01-22 10:16,임림(lhj0****),정말 기대 많이 하고 봤는데 기대 이상이네요  역시 이병헌 역시 우민호 소리가 절로 나와요    추천합니다 ,10,405,363,TRUE
2020-01-23 18:28,pgt4****,돈 좀 들어가는 한국상업영화에서 오랜만에 작품성좋은영화 영화봐서 기분좋다 이병헌의 또 다른 진가를 본 것 같아 기분좋고다른배우들 연기도  몰입감 좋다  ,8,127,86,TRUE
2020-01-23 15:56,로그(thel****),10 26 이라는 실제 있었던 사건을 어찌 풀어 갈까 전에 한번 흥행에 실패한 영화도 있었는데 라고 생각 했었는데  너무 재미있고  연기를 너무 잘하는 배우들이 극 전체를 탄탄하게이끌어 간다 실제 사건과 인물들을 배역과 비교해 보는 재미도 있고 실제 사건이 과연 어떻게 진행될지 기대하며 볼수 있었다 특히 이병헌은 진짜 연기 잘하는 구나 라고 다시 한번 느끼게 된 영화 각하 정치를 대국적으로 하십시오  라는 대사를 극장에서 들을수 있을 줄이야 ,10,103,66,TRUE
2020-01-26 0:19,crer****,우민호는 사실적인 영화를 잘 다듬는 감독이다 ,10,170,134,FALSE
2020-01-27 14:02,꼼지락(jun2****),아는내용인 영화지만 연기자들의 극중연기가 빛난영화네요  마지막 김재규 부장의 육성에 너무 먹먹해지는 영화였어요 ,10,68,33,TRUE
2020-01-24 9:41,한솔(hans****),마지막을 달려갈때 손 떨면서 봤음 ,10,132,97,TRUE
2020-07-15 18:07,jmw3****,근현대사 우리가 알아야 될 역사 ,8,62,29,TRUE
2020-01-25 21:35,HYXX94(tldh****),이병헌 감정선 미쳤다   ,10,105,72,TRUE
2020-01-23 10:37,윤우함(pine****),이병헌은 천재다  이병헌을 좋아하지 않을 수 없다 ,10,146,113,TRUE
2020-01-23 8:44,쏘쏘(syde****),마지막에 차만 안돌렸어도       ,10,82,50,FALSE
2020-01-22 23:03,asi1****,진짜 마지막에 순간순간이 소름이였다  ,10,176,145,TRUE
2020-01-28 0:13,호크(clwa****),별점테러한 일베놈들    별소리다하면서 감독까지 욕하는     그러면서 내부자들은 다 봤을듯      ,10,97,69,TRUE
2020-02-02 0:12,mote****,진짜 아까운 인재가 죽었다고 생각했음 ,10,49,23,TRUE
2020-01-23 13:04,우뛰짱나(goni****),마약왕의 허접한 연출로 의아한 생각을 가졌었고 남산의 부장들 로 인하여 우민호 감독의 연출이 많이 부족한것에 대한 확신을 가졌다  역시 내부자들이 성공한것은 각본 배우들의 연기 캐릭터성이 뛰어났기에 성공했던것  남산의 부장들 은 유심히 들어도 등장인물 이름이 헷갈렸고 스토리 이해도 약간 어려웠다  기본중의 기본적인 연출도 못하는 우민호 감독   제작사들은 내부자들의 성공만 보고 저사람에게 영화를 맡기는것인가    참 의아하다  이영화의 좋은점 이라고는 이병헌의 연기와 배경음악뿐   앞으로 믿고 거르는감독 리스트에 우민호 감독을 추가한것에 감사하다  ,5,281,255,FALSE
2020-01-25 21:47,Scholsey(kim_****),개봉 시기가 참   너무 속보이는  그래서 아쉬운 ,1,57,32,FALSE
2020-01-25 12:05,은혼(jong****),지극히 범죄자의 주장만을 진실인양 영웅화 시키는 선동을 작정한 영화  ,1,73,49,FALSE
2020-01-23 1:22,이채영(abc2****),이병헌님    그냥   최고예요     ,10,105,81,TRUE
2020-01-24 1:45,ss(2s_b****),배우들 연기는 인정내용은 지루 ,1,126,102,FALSE
2020-01-24 7:30,dimor(blon****),감독 연출능력이 폐급  긴장감이 넘쳐흐를 소재로 잠오게 만드는것도 능력은 능력  스파이역할 아줌마는 연기처음하시는지 발연기 지려버리고 먼놈의 쓸데없는 외국장면은 머하러 그렇게 넣은건지도 모르겠음  외국에 한국인들밖에 없는 장면들도 어색함의 극치  우민호는 그냥 내부자들 하나 얻어걸린거고 다른영화들은 다 쓰레기  앞으로 우민호 영화는 거름  배우들이 아깝다 ,1,167,143,FALSE
2020-01-25 0:40,yons****,실화를 가장한 가짜 영화 ,1,196,172,FALSE
2020-01-23 14:23,김민정(smil****),동화책의 마녀처럼 단순하고 한심한 선악구도  당시 박정희 대통령 이발사 박수웅 씨나 피격 현장에 실제 있었던 심수봉 등의 실제 증언은 전혀 반영되어있지 않은 주관적 상상력과 허구로 가득찬 쓰레기 정치 선동 영화  내 시간과 돈이 아깝다  집에서 넷플릭스로 명작이나 다시볼걸  ,1,558,534,FALSE
2020-01-24 7:12,도레미(djk1****),김재규가 영웅이고 박정희는 역적이라고 설파하는 대중선동용 영화로 보이네요  또 영화 한편보고 역사가나 혁명가라도 된 것 처럼 대한민국 부정하고 욕하고 다니는 사람 많아지겠죠    지금 영화와 팝콘 먹으면서 휴식을 즐길 수 있는 여유가 어디에서 부터왔는지 어떠한 의미인지도 모르면서   그냥 지들 부모님이 잘나서 나라가 이렇게 된 줄 알겠죠  한번 맨땅에 제철소 한번 차려보라고 조선소 한번 만들어보라고 하고 싶네요  전 세계에 그걸 못해서 굶고있는 나라가 얼마나 많은지를 알면 좀 감사하려나요   노력하면 다 잘 살수 있는 줄 아는 헛똑똑이들이 많은 세상이네요  ,1,1056,1032,FALSE
2020-07-14 18:31,코지(cm80****),이병헌의 연기가 일품 ,8,34,11,TRUE
2020-01-26 13:47,코지(cm80****),좌빨프레임씌우는 댓글들은 영화를 안봤던가 봐더라도이해를못한거임  김재평이 박통죽이는과정에서 같은반친구랑 싸우고 씩씩대는 중학생이 보였고 경호실장의 피에 미끄러졌을때 김재평은 영웅으로 절대 생각하지않는 감독의 의미가    ,8,48,25,FALSE
2020-01-24 0:53,개달리다(kes3****),별두개 준 이유는 CGV의자가 편해 별두개줌중간에 개연성이 너무길어서 잠을잤음 ,4,61,38,FALSE
2020-01-24 20:40,love****,역사적 얘기 속에 허구와 상상을 버무림 ,1,65,42,FALSE
2020-02-01 20:58,TTK(brem****),대한민국의 현대사를 조롱 왜곡하고 그 시대에 살지 못한 젊은이들을 좀비로 만드는 영화다  나머지는 다 소품이다  김재규는 3일후 중정부장에서 짤릴것을 알고 평소의 불만과 외부의 사주와 판단의 실수로 어처구니없는 일을 저지른 것에 불과하다  이를 영웅으로 만드는 좌빨들의 집요함에 이제는 내두를 혀도 없다  꺼억  ,1,67,44,FALSE
2020-01-25 21:07,냑키(gino****),친북시선으로 이야기하는 전형적인 빨갱이 이야기  필리핀보다 못살던 대한민국을 경제대국으로 성장시키기 위해 독재 집권을 해서 선진국의 반열에 오르게 한 세계에서 인정받는 위대한 대통령의 이야기를 가지고 사실을 기반으로 제작했다며 새빨간 거짓말로 국민을 조롱하고 무지한 사람들에게 잘못된 역사인식을 갖도록 유도하는 친북좌빨 영화  아무것도 모르며 재밌다고 감동했다는 사람 손절 필요  ,1,67,44,FALSE
2020-01-24 20:37,notforself(band****),스토리도 별로      연기도 별로    솔직히 실망     평론가들 다 죽었나 ,1,68,45,FALSE
2020-01-24 1:26,건강하기(ferv****),연기빼고는 볼게 없음 ,1,68,45,FALSE
2020-01-24 21:19,내일(exo_****),돈이 아깝다  시간이 아깝다  ,1,70,47,FALSE
2020-01-25 20:59,masscho430(jjha****),한단어로 추려보면   박정희 정권을 부정하는 좌파 선동영화임 박정희 일본어 연기나오고   이병헌 벌레드립 나오고  그냥 박정희독재 까는 내용임 총선 앞두고 개봉한거 보면    정치색이 짙어서 별 한개도 주기싫다 ,1,71,48,FALSE
2020-01-25 18:44,히게피요(kora****),다큐 좋아하는데 이건 좀   이 내용가지고 이렇게 재미없게 만들수도 잇구나 느끼게 해준영화  옆에 사람 반쯤보다가 걍 자더라      ,1,71,48,FALSE
2020-01-25 12:02,죠다쉬(111b****),봤는데 좌빨 영화 이병헌 아니였으면 시체인 영화임   ,1,74,51,FALSE
2020-01-25 12:31,bema****,정치색이 아주 짙은  역겨운 영화 ,1,77,54,FALSE
2020-01-24 22:09,dlgu****,너무 정치색이 강하다 영화를 만들고 1년뒤에 공개하다니총선 앞두고 한가지더 이야기 하자면선거때 지소미아 이아기 반일 한번더 드립나온다좌파 놈들 이 한마디 듣고 반막해봐 지금 중국 바이러스때문에 북한도 중국이 국경닫고 존버 타는데     우리나라 머하니  지금 중국애들 비행기로 날라오고 배타고 넘어오는데 중국도 지들이 답이없어서 도시격리시키고 군인들 동원해서 막는데 한국은  대림동은 제주도는  답이없는 나라다 상하이 증시빠지는거 보고  감동받았다 중국은 1대1로 산업 망하고 홍콩 대만 못가지고 가고 내부분열 미중 무역전쟁  과거에 패권국으로 성장하기위해 엄청난 공장부지 농민공들의 대량 실업 부동산버불패망할 나라 빨지말고 친미해서 우리나라 국민들 먹여야한다  더이상 현정부는 답이없다 대깨문 검사들 대규모 친정부인간교체  공무원과다로 표하나 더 받을 라고 하는 정부가 역겹다  이걸보고 열받으면 사람이아니다 이건 펙트다보고 판단해라 나라 금고 열어서 비정규직 단순노동 60 70대 일거리만들어서 취업률 올라갔다고 지금 20 50대 죽어나간다 ,2,77,54,FALSE
2020-01-25 15:52,park****,김재규 미화 ,1,81,58,FALSE
2020-01-25 12:13,lee9****,너무 한쪽에 비판한 영화 평등하지 않음 ,1,82,59,FALSE
2020-01-25 0:43,반석 위에(ulbs****),돈주고 선거운동 간 기분임 한쪽으로 치우친 편파적인 정치판을 본것같음 아무리 영화라지만     ,2,82,59,FALSE
2020-01-24 22:32,다비즈(hmk5****),딱 선거용 정치 선동질 영화  대사 아주 초보적이고 그정도 상상은 누구나 하겠다  이게 영화냐  ,1,82,59,FALSE
2020-01-25 12:23,리버풀제라드(poll****),개노잼 편향적 영화 안보는거 추천 ,1,83,60,FALSE
2020-01-25 11:10,seho****,영화는 영화였으면 좋겠다 봤을때 희노애락을 느낄 수 있게 해주는 오락같은 매체라고해야할까  언제부턴가     우리나라에서 개봉하는 영화의 반이상이 정치색깔을 띄고있다 적당히 좀 하자 대중들이 즐길수있는 공간을 어지럽히고 당신들의 표를 찍어내는곳으로 탈바꿈 시키려하지 말란말이다 작년부터 한국영화는 거들떠도 안보는거 같다 스크린쿼터제 이런거 신경쓸게 아니라 정말 대중들이 즐길수있는 스트레스를 풀수있는 그런 영화를 만들어 줬으면 하는 바램이다 어휴 그리고 솔직히 좌우를 떠나서 한사람의 생명을 뺏어간자를 주인공으로 만들어 미화를 시킨다는거 정말 역겹다 ,1,83,60,FALSE
2020-01-24 21:12,꿀이가득(avri****),역사왜곡 선동영화  지나치게 정치편향적  ,1,83,60,FALSE
2020-01-25 11:24,막시무스(asia****),거짓   날조   선동영화는 그만좀 만들어라  한심하기 짝이없다  ,1,84,61,FALSE
2020-01-26 0:51,Moon Garden(sunb****),쓰레기 좌편향 영화     근데 그걸떠나서 이게 다큐인지 영화인지 너무재미없다는게 문제   더웃긴건  다큐처럼 내용전달하는수준인데 역사는 또 드럽게 왜곡시켜놓았음      한마디로 1점도아깝다 ,1,90,67,FALSE
2020-01-24 7:08,잉뱅풍(sum7****),연기 굿 내용 지루 노잼 히트맨볼껄 ,1,99,76,FALSE
2020-01-24 19:50,존귀(jong****),정부에서 얼마받고 제작했냐      ,1,101,78,FALSE
2020-01-24 7:08,버팀목(ntrw****),어찌 갈수록 수준 떨어짐  드라마 5공화국   그때그사람들  남산의부장들 ,1,114,91,FALSE
2020-01-25 12:40,최한솔(han3****),1년 전에 영화 만들어놓고 총선을 바로 앞에 둔 이 시국에 개봉하는 이유가 뭔가요  근래 본 영화중에 가장 기분나쁜 최악의 영화였네요 돈아깝고 시간아까워요 ,1,122,99,FALSE
2020-01-23 19:03,해피프로도(hjk3****),재미가 없어요  지루하고 따분한 시간이었어요 ,3,122,99,FALSE
2020-01-23 18:25,버들이(ther****),엄청 기대했는데    너무 다큐찍듯 만들어 몰입감이 떨어집니다  정말 좋은 소재인데      영화가 끝나고 김재규보다 전두환만 떠오름    ,6,127,104,FALSE
2020-01-24 1:06,소녀(aldo****),헐      완전 좌파빨영화네  작정하고 박정희 대통령을깍아내리려 만든영화구만  돈이 아깝고 시간이 아깝네  기분더럽고   ,1,134,111,FALSE
2020-01-24 3:12,오오미(mlb1****),쓰레기쓰레기쓰레기쓰레기 ,1,137,114,FALSE
2020-01-24 9:56,happyend(shal****),그때 그 사람들    무슨 사골국 우려 먹나    ,1,138,115,FALSE
2020-01-26 2:47,써틴킬(qudt****),이 배우들을 데리고 이렇게 찍었어야 했는가   총선을 앞두고 좌파에서 수작부린다는 의견들도 있었는데  막상 영화를 보니 이 영화로 관람객의 마음을 흔들순 없을것 같다  정치적 성향을 떠나서 그냥 재미없다  진짜 재미없다  ,2,147,124,FALSE
2020-01-23 21:01,써틴킬(qudt****), 임자 옆에는 내가 있잖아  이 영화의 주제를 관통하는 대사    김재규가 박정희를 쏴죽인 이유가 우발적인 살인 혹은 대의를 위한 거사가 아닌 자신이 곧 숙청대상이 될거라는 불안감과 불만때문에 일으켰다   ,8,177,154,TRUE
2020-01-23 18:44,ange****,이런 쓰레기같은걸 영화라고 만들고선 부끄럽지도않더냐 4월 총선용인건 알겠는데 진심 낯뜨겁더라  ,1,291,268,FALSE
2020-01-23 12:41,Fernando(bych****),배우들의 연기빼고는 내용은 그닥     ,1,371,348,FALSE
2020-01-23 17:31,믿음(yong****),역사모르는 사람들은 이런 영화를 역사로 믿는다는게 문제  ,2,378,355,FALSE
2020-01-23 18:26,호반(kyeo****),배부르고 등따시게 만들어준 생명의 은인을 천하의 나쁜놈으로 만드는 나라가 있다   ,1,403,380,FALSE
2020-01-23 18:43,노네임(havi****),의도가 뻔히 보이는 절제와 균형을 잃은 지루한 그들만의 다큐  ,2,411,388,FALSE
2020-01-24 9:03,BNXK(rlae****),설날에도 정치영화  북한찬양 아니면 정치영화  이런 정권은 진짜 처음이다   ,1,440,417,FALSE
2020-01-23 18:28,준비하는 여름(dufm****),정치영화 편향이 어느새 당연한듯 나오는 이상한 나라가 되어버려따 ,1,497,474,FALSE
2020-01-23 2:40,sain****,팩트는좋은데 너무 정치색있는거아닌가 역시 좌파는선동에 달인이맞는가봄 연기는좋았는데 보는내내 불편함 ,2,506,483,FALSE
2020-01-23 12:15,harmony(king****),과연 이게 팩트일까  역사를 왜곡하고 빨갱이를 민주투사로 둔갑시키는 역사왜곡영화  순수한 민주투사도 섞여 있었지만 실제로 빨갱이 사상을 가진 놈들이 드드드했단다  병헌아 이런 영화 찍지마라  니 영혼을 파는거다 ,1,577,554,FALSE
2020-01-25 14:12,사랑의힘(jiho****),좌편향적영화 선거다가왔지 좌빨들 전형적인 매스컴 전략 ,1,54,32,FALSE
2020-01-26 20:40,에효효(snya****),겁나 지루한 좌파영화  평점 높은이유 이해불가  ,1,57,35,FALSE
2020-01-26 11:32,엔더(ende****),이런   최앆의 영화 ,1,58,36,FALSE
2020-01-24 16:04,파인애플(jk00****),개노잼   입니다 돈 아깝 ,1,58,36,FALSE
2020-01-26 21:20,떠기떠기(dduk****),구라좀 치지마라  알바야 뭐야 극장에서 영화보다 잔거 처음임  나만 이런가해서 주변 둘러보니까 다 고개 꺽여있더만  연출하고 연기보면 졸작은 아닌데 지루함의 끝판임  픽션 섞어서 만들면서 왜 이렇게 나온건지 이해불가  정치적 이유로 윗선에서 감독 영화에 칼 많이 댄것같다는 느낌을 지울 수 없었음  냉정히보면 4 6점은 되는데 너무 말도안되게 10점이 많아서 1점줌  ,1,60,38,FALSE
2020-01-24 20:59,rodd****,왜 죄다 이병헌연기얘기밖에없냐 ,1,61,39,FALSE
2020-01-26 2:25,Jin(bsw7****),좌파쓰레기가 만든 영화 ,1,65,43,FALSE
2020-01-25 12:29,ppp2****,정치적 역사왜곡의 극치  ,2,66,44,FALSE
2020-01-25 13:57,dbsg****,역사 왜곡 영화 김재규 신격화 역사적 근거없는 판타지 영화 ,1,69,47,FALSE
2020-01-25 2:31,건포도(cach****),좌파 정권하 최악의 왜곡 선동 영화 그 자체 ,1,69,47,FALSE
2020-01-25 1:15,파랑블루스카이코발트(wogm****),정치성향그딴건 관심없고 진짜 이렇게잼없는영화는 여태껏첨본거같다 반이상시간을 졸다가 봤다가 했음 너무 지루하고 따분하고 살면서 극장가서본영화중 제일최악 과장아니고 졸다시피하다 나옴 ,1,69,47,FALSE
2020-01-25 1:05,부산공임밧데리동래점(vhxp****),완전 박정희를 깍아내리는 영화 한국영화상 최악의 영화 사실이 아닌완전 왜곡된 이런 영화를 만든 이유가 궁금하다 ,2,69,47,FALSE
2020-01-24 22:32,David(min9****),박정희를  절대악 김재규를  혁명가 로 묘사했는데 학생들이 이 영화를 보면서 그런 편협된 시선을 갖을까 걱정된다  실제 사건에 의거해서 스토리가 구성되었만 중간중간에 감독의 정치적 색채를 끼워 넣은걸 보니 완전한 정치적 영화로 제작을 한거 같다  지금도 박정희에 대한 평가가 대립적인데 이렇게 편파적으로 영화를 제작해도 되는가  그것도 총선직전에  ,1,70,48,FALSE
2020-01-25 12:13,세월(cys0****),정치선동  영화   이런영화는  걍 패스 ,2,82,60,FALSE
2020-01-25 13:13,all about you(vani****),딱 선거전 정치영화  이병헌 연기빼곤 볼거없음 ,1,83,61,FALSE
