,text,Çø¿À,¼ºº°,ÀÌ³ä/Áö¿ª,ÀÎ°£Á¸¾ö¼º
2938,52³â»ý ¿©ÀÚ ÀÌ¾ß±â¸é °ø°¨ÇÒÅÙµ¥,0,0,0,0
4065,Á¤ºÎ°¡¿äÁò ÀÌÁþÇÏ°íÀÖ´Ù´Â°ÅÁÒ °á±¹ ½ÇÁ¦ÁÖÀÎ°ø ÀÎÅÍºä¸¸ºÁµµ ÀÔÀÌ¶± ¹ú¾îÁö³×¿ä,0,0,0,0
2299,µ·ÀÌ¾Æ±õ°í ½Ã°£¾Æ±õ°í,0,0,0,0
1764,Æä¹Ì Æä¹Ì Æä¹Ì Æä¹Ì,1,1,0,0
2340,±º´ë³ª°¡¶ó ÄôÄçÀÌµé¾Æ,1,1,0,0
3014,°ø°¨ÀÌ ÀüÇô ¾ÈµÇ´Â ¿µÈ­    ³ª¸¸ Èûµé°í ³ª¸¸ °í»ýÇß´Ù »ý°¢ÇÏ´Â ÀÌ±âÀûÀÎ ¸¶ÀÎµå¿Í ÇÇÇØ¸Á»óÀûÀÎ »ý°¢À¸·Î ¼¼»óÀ» ¹Ù¶óº¸´Â °Í °°À½,1,0,0,1
1504,ÁøÂ¥ 1Á¡ÁÖ±âµµ OO´Ù,0,0,0,0
3769,»¡°»ÀÌµé Á¤¸» ¾Ç¶öÇÏ´Ù ÀÌ°É µ¤¾î¾º¿î´Ù°í,1,0,1,0
2798,¾Æ´Ï °ø°¨ÀÌ ¾ÈµÇ´Â°É ¾î¶±ÇØ¿ä,0,0,0,0
2358,¸»µÇ¾ÈµÇ´Â °ÅÁþÀÌ ³­¹«ÇÏ°í ÀÌ±âÀûÀÎ Çö´ë¿©¼ºµéÀÇ ÆÇÅ¸Áö¸¦ º¸¿©ÁÖ´Â ÀüÇüÀûÀÎ ¸Á»ó¿µÈ­  ÀÌ¹ø¿¡µµ ¿µÈ¥º¸³»±â ¸¹ÀÌµé ÇÏ¼Å¼­ ¼ÕÀÍºÐ±âÁ¡ ³Ñ¾úÀ¸¸é ÁÁ°Ú³×¿ä È­ÀÌÆÃ,1,0,0,1
3895,°ñ¼öÁÂÆÄ À±Á¾ºóÀÌ ¸¸µç ¿µÈ­ ¹¯Áöµµ µûÁöÁöµµ ¾Ê°í °Å¸¥´Ù,0,0,0,0
2216,´Ù¸¥ ÀÎ¹°µéÀº Á¤»óÀÎµ¥¿©ÁÖ È¥ÀÚ Á¤½Åº´ÀÌ °É·ÁÀÖ´Â ¿µÈ­,1,0,0,1
1950,°íµîÇÐ»ý¶§´Â ¾ÆÀÌµ¹  ¹è¿ì»¡¾Æ´ë´Ù°¡´ëÇÐ±³ ±×³ÉÀú³É ´Ù´Ï°í Á¹¾÷ÇÏ°í ÃëÁ÷¸íÇ°Àº ÆÐ½Ãºê¿´°íÇÑÃ¢ µå¶ó¸¶  ¿µÈ­ º¸¸é¼­ ¿ÕÀÚ´Ô ±â´Ù¸®´Ù°¡ È£±¸ÇÏ³ª ¹°¾î¼­Áý¿¡¼­ °øÁÖ´ëÁ¢¹ÞÀ¸¸ç ¾ÆÀÌµé ¾î¸°ÀÌÁý µ¥·Á´ÙÁà±× »çÀÌ¿¡ Ä¿ÇÇ¸¶½Ã¸ç ³ë°¡¸®±î ¹¹°¡ Èûµé´Ù´Â°ÇÁö,1,1,0,0
59,ÀÌ°Ç 1Á¡ÀÌ ¾Æ´Ï´Ù 11Á¡À» ÁÖ°í½ÍÀº ³» ¸¶À½ÀÌ´Ù,0,0,0,0
1985,586°ú ´õºÒ¾î °¡Àå ¸¹Àº ÇýÅÃ¸¸ º¸°í ÀÚ¶ó¿Â ÀÌµéÀÌ Â÷º°À» ¿î¿îÇÏ´Ù´Ï  Á¤½Åµé ³ª°¡¼Ì³ª  ÇØ¿Ü ÇÑ ¹øÀÌ¶óµµ °¬´Ù ¿ÍºÁ¶ó  ÇÑ±¹¸¸Å­ ¿©ÀÚ°¡ »ì±â ÁÁÀº ³ª¶ó´Â Á¸ÀçÇÏÁö ¾Ê´Â´Ù´Â °É ±ú´Ý°Ô µÉ °Å´Ù  ¿À³Ä¿À³Ä Å°¿î 586 µþ¹Ùº¸ ¼¼´ë°¡ Áö±ÝÀÇ Æä¹Ì¸¦ ¸¸µç ¿øÈäÀÌ´Ù  ÀÌ ³ª¶ó´Â ÀüÀï ÇÑ ¹ø ÀÏ¾î³ª¾ß ¹Ù²ï´Ù  ±×¸®°í ÀÌ»Û ¿©ÀÚµéÀº °áÄÚ Æä¹Ì°¡ µÇÁö ¾Ê´Â´Ù  ¸ø»ý±ä ¿©ÀÚ¶ó°í ºÎ¸£±âµµ ¹¹ÇÑ »ý¹°µéÀÌ Æä¹Ì¸¦ ÀÚÄªÇÒ »Ó,1,1,0,0
3132,³­ Æä¹Ì´ÏÁòÀÌ Á¤¸» ½Ã·¯¿ä,0,0,0,0
1309,ÁÂ»¡¿µÈ­ Èçµå¸£¶ó ÀÌ±â¾ß,1,0,1,0
2483,Æä¹Ì ÇÑ¸¶µð·Î Á¤¸® ³¡ ÇÇÇØ¸Á»ó,1,1,0,1
3982,±âºÐº°·Î³×¿äÁß°£¿¡ Á¹¾Ò±¸¿ä,0,0,0,0
2878,Âü ¹¹¶óÇØ¾ßÇÒÁöµµ ¸ð¸£°Ú½À´Ï´Ù,0,0,0,0
2161,ºÐ´Ü±¹°¡¿¡¼­ ´Ù½Ã º¸¼ö ÁÂÆÄ ³íÀïµµ ¸ðÀÚ¶ó ÀÌÁ¦ ³²³à Æí°¡¸£±â ÇÏ³ª   ´ëÃ¼ ÀÚ½Ä¹ö¸®°í ³²Æí¹ö¸®°í È¥ÀÚ »ì¸é Çàº¹ÇÒ °ÍÀÎ°¡  ÀÌ±âÀûÀÎ ¿©¼º¿¡ ºñÀ§ ¸ÂÃß·Á´Â ³²¼ºÀÌ ºÒ½ÖÇÏ´Ù´Â ´À³¦¸¸ ÁÖ´Â ¿µÈ­,0,0,0,0
4069,¹æ±Ýº¸°í¿È ³ëÀëÀÌ³×¿ä,0,0,0,0
944,Àú°É ½ÇÁ¦·Î ¹Ï´Â °³µÅÁöµéÀº ¾ø±æ ¹Ù¶õ´Ù,1,0,0,1
2395,Á¶Ä¿¿¡¼­ ¹¦»çµÈ ±¤±âº¸´Ù  Æä¹Ì´ÏÁòÀ¸·Î ¹«ÀåµÈÀÌ ¼¼´ëÀÇ ±¤±â°¡ ´õ ¹«¼·´Ù ±×Àú ¾äÀüÈ÷ ´çÇÏ´Â 2030³²¼ºµéÀÌ¾ß ¸»·ÎÁøÁ¤ÇÑ ÀÒ¾î¹ö¸° ¼¼´ëÀÌÀÚ ÇÇÇØÀÚ´Ù,1,1,0,1
2718,Æä¹Ì¿µÈ­      °øÀ¯¿¡ ½Ç¸ÁÇß´Ù,1,1,0,0
641,ÈÄ ³ª´Â ±èÄ¡µé °É·¯¼­ ´ÙÇàÀÌÁö¸¸ ÇÑ±¹¿¡¼­  ±× ¼ºº° °ú »ì¾Æ°¥ ³²¼ºµéÀ» »ý°¢ÇÏ¸é ³Ê¹« ºÒ½ÖÇØÁ®¼­ °¡½¿¸Ô¸ÔÇØÁö´Â ¿µÈ­,1,1,0,1
2985,ÀÌ·±°Ô ¿µÈ­¶ó°í,0,0,0,0
2885,0Á¡ ¿Ö¾ø³Ä ÄôÄçÀÌµé ¿µÈ¥º¸³»±â ÀßÇÏ°íÀÖ´©,1,1,0,0
1953,62³â»ýÀÌ¸é ÀÌÇØÇÏ°ÚÁö¸¸ 82³â»ýÀº ÇØ´ç ¾ø´ÙÇÑ±¹¿¡¼­ ¿©ÀÚ°¡ Èûµé¾úÀ»¶§´Â µü 60³â´ë»ý ¾î¸Ó´Ïµé±îÁö¿´´Ù   ¿µÈ­´Â °ÅÁþÀÌ°í ³»¸»ÀÌ ÆÑÆ®´Ù,0,0,0,0
2744,¿ÍÁöÀÌÀÌÀÎÂ¥Àç¹Ô´ç,0,0,0,0
2230,"ÇÑ°¡Áö ÆÑÆ®¸¦ ¾Ë·ÁÁÜ 72 °¡ ¿©ÀÚ°¡ º» ¿µÈ­°í ¿¬·É´ë°¡ ´ëºÎºÐ 20´ëÀÓ   ÀÌ¸» ÀÚÃ¼·Îµµ ¹«½¼¸»ÀÎÁö ¾Ë°Ú£Ÿ    ÀÌ°Ô ¾î¶»°Ô 20´ë ¿©ÀÚµéÀÌ °ø°¨ÇÒ ¾ê±âÀÎµ¥     ´«¹°ÀÎÁö Äà¹°ÀÎÁö x¶öÀÎÁö    º£½ºÆ® °ø°¨Æò Àú°Íµé ÀüºÎ Æä¹ÌµéÀÌÁö  ±×¸®°í ¾Æ¹öÁö¿¡ ´ëÇÑ ¼ÒÀçÀÇ ¿µÈ­°¡ ¾ðÁ¦ ±×¸® ³ÑÃÄ³µ³ª°í  °³ ¼Ò¸®¸¦ÇÔ  ÀÌ°Å ³»¿ë º¸¸é ¾Ë°ÚÁö¸¸ Â¡Â¡´ë´Â ³»¿ëÀÓ 
",1,1,0,0
820,±×³É ¸»µµ¾ÈµÇ´Â ±×Àú ³²ÀÚÅ¿ÇÏ´Â ¿µÈ­³×   ¿¡ÈÞ,0,0,0,0
4156,¿ª»ç¿Ö°îÀÌ½É°¢ÇÑ ÁÂÆíÇâ¿µÈ­¿¬±â·ÂÀºÁÁÀ½,0,0,0,0
3976,´ëÁßÀÌ°¡ ½ÃÅ©µå³ª  ´©°¡º¸¸é  ºÏÇÑÀº ¿ì¸®³ª¶ó¶û Ä£ÇÏ°Ô Áö³»°í ½ÍÀºµ¥ ¿ìÆÄ°¡ ±×°É ¸·´Â´Ù    ¿¡¶óÀÌ     ¿ÀÈ÷·Á ºÏÇÑÀÌ¿ëÇØ ÃÄ¸Ô´Â°Ç ÁÂÆÄµé ¾Æ´Ô    Áö±Ý ¹®ÀçÀÎÇÏ´Â°Å ºÁ¶ó  ´ë°¡¸®°¡ ÀÖÀ¸¸é,1,0,1,1
2652,ÀÌ°Ô³ª¶ó´Ù ´ë´ÜÇÕ´Ï´Ù,0,0,0,0
1153,°³ÀÎÀûÀ¸·Î ³Ê¹« Àç¹Ì¾ø¾î¼­ ÀäÀ½    ±â¾ï¿¡ ³²´Â °Ç ·Ñ·º½º  ¼Ò´Ï  ±×¸®°í  ±Í¿©¿î °­¾ÆÁö¿Í ¾Æ¸§´Ù¿î ÀÌÈ¿¸®,0,0,0,0
930,°³³ëÀëÀÔ´Ï´Ù µ· ¾Æ±î¿ö¿ä,0,0,0,0
1483,ÀÏº»Àº °áÈ¥½Ä ¼±¹°·Î ¾ÕÄ¡¸¶ ÁÖ´õ¶ó ÀÌ ½®±èÄ¡³âµé¾Æ,1,1,0,0
2745,ÆòÁ¡ ºÐÆ÷º¸¸é Æò±Õ 9Á¡ÀÌ ³ª¿Ã¼ö°¡ ¾ø´Âµ¥ ÀÌ»óÇÔ,0,0,0,0
3554,Àç¹Ì¾ø³×¿ä  ´ñ±Û¾Ë¹ÙµéÇÑÅ× ¼ÓÁö¸¶¼¼¿ä,0,0,0,0
4193,ÀÌ·± ¾²·¹±â °°Àº ¿µÈ­¸¦ ÀÏº£Ãæµé Æ¼³­´Ù ¾²·¹±âµé¾Æ,1,0,0,1
4379,Á¦¹ß ÀÏº£ ´ÜÃ¼´Â ¾ø¾îÁ®¶ó ºÎÅ¹ÇÑ´Ù È£¼ÒÇÑ´Ù. »çÈ¸¿¡¼­ ²À ¹èÁ¦µÇ¾î¾ß ÇÒ »ç¶÷µéÀÌ ÀÖ´Ù¸é ±×°ÍÀº ´ÏµéÀÌ´Ù.,1,0,1,0
1711,ÇÑ³àµé º°Á¡ ¼öÈ£ÇÏ·Á°í ÄôµéÄçµé ÇÏ¸é¼­ ¸ô·Á¿À³×,1,1,0,0
3269,0Á¡Àº ¸ø¸Å±â³ª¿ä   °¨»óÆ÷ÀÎÆ®µµ ¾ø´Âµ¥ ¾ïÁö·Î ³Ö¾ú³×¿ä     ¼ºÀûºÒÆòµîÀ» ÆòµîÀÌ¶ó ¸»ÇÏ´Â ÆíÇùÇÑ »ç°íÀÇ »ê¹°,0,0,0,0
4203,ÇÏÇ°ÇÏ¸é¼­ º¸¾Ò´ø ¿µÈ­!! ±×·¡µµ Ãµ¸¸°ü°´ ¿µÈ­´Ï±î ¸ó°¡°¡ ÀÖ°ÚÁöÇÏ¸ç ³¡±îÁö ±â´ëÇÏ¸ç º¸¾Ò´ø ¿µÈ­!!! ±Ùµ¥ ·¹ÆÄÅä¸®°¡ »·ÇÑ ³»¿ëÀÌ¶ó Á¤¸» ½Ç¸Á!!Á¤¸» ¹¯°í½Í´Ù ¹¹°¡ Ãµ¸¸°ü°´À» µ¿¿ø½ÃÄ×´ÂÁö??,0,0,0,0
259,0Á¡ÀÌ ¾ø¾î¼­ 1Á¡ µå¸³´Ï´Ù,0,0,0,0
2577,»çÈ¸¿¡¼­ ¿©¼ºµé¿¡ ´ëÇÑ Â÷º°ÀÌ ÀÖ´Ù´Â °Ç ÀÌÇØÇÕ´Ï´Ù  ±×°É ¾îÇÊÇÏ°íÀÚÇÑ °Ç ÀÌÇØÇÏÁö¸¸ ÀÌ·¸°Ô ¾î°ÅÁö·Î »óÈ²À» ¸¸µé´Ù´Ï¿ä  Á¤¸» ÀÌÇØÇÒ ¼ö°¡ ¾ø³×¿ä,0,0,0,0
92,¶ì¿ä¿Ë¿À¿Ë¿ÀÀ×¿¡À×½º,0,0,0,0
2712,ÂüÀ¸·Î ¾îÃ³±¸´Ï°¡ ¾ø´Â ¿µÈ­,0,0,0,0
3291,Áö·çÇÏ³×¿ä     ´ÙÅ¥¸àÅÍ¸® ´À³¦,0,0,0,0
4191,ÇÙ´ëÁß ¹ÌÈ­ ¿ÀÁö³×,1,0,1,0
440,50³â»ý Áö¿µÀÌ´Â 82³â»ý Áö¿µÀÌ ³õ°í ´ÄÀ¸¸·¿¡ À°¾Æµ¶¹ÚÇÑ´Ù  ±×¸®°í Ã¹Â° ¾ÆµéÀå°¡ º¸³»´Ï 82³â»ý Áö¿µÀÌ°¡ °³±ä´Ù  82³â»ýµé Ãß¿î¹æ¿¡¼­ ÀÔÀÌ µ¹¾Æ°¡”f³Ä ¿µÈ­ Áø½É ³ë´äÀÌ´Ù  ´ä´äÇÏ´Ù ³²ÀÚ ¿©ÀÚ ¹®Á¦°¡ ¾Æ´Ï´Ù ÀÌ°Ç ¹ÌÃÄ µ¹¾Æ°¡´Â ¿µÈ­´Ù,0,0,0,0
4136,ÈÄÈ¸ ÇÕ´Ï´Ù   µ· ¾Æ³¢¼¼¿ä,0,0,0,0
3900,µå¶ó¸¶ µå¶ó¸¶ µå¶ó¸¶ Áý¿¡¼­ Á¹¸±¶§,0,0,0,0
1226,Áö±Ý ocnÀ¸·Î º¸°íÀÖ´Âµ¥ Áø½É ³ëÀëÀÌ³×  10ºÐ¸¸ ºÁµµ ÁÂÆíÇâ µÇ¾îÀÖ´Ù´Â°Å È®½ÇÇÏ°Ô ´À²¸Áö´Â±¸³ª  ±Û±¸  ÁÂÆÄ»õ³¢µéÀÌ Âï´Â ¿µÈ­µéÀº ¿ßÄÉ ´Ù  ¹Ì°³ÇÑ ¿µÈ­µé¹Û¿¡¾ø³Ä   Á¸³ª º¸´Â³»°¡ ¼öÁØ¶³¾îÁø´Ù  ±Û°í ´Ù¸¥´ñ±Û ½È¾î¿ä ¼öÁØº¸¾ÆÇÏ´Ï µüºÁµµ ÁÂ»¡´ë±ú¹® OOOµé ÁÁ¾Æ¿ä¿¡ ¾È ¹Ð¸±·Á°í ½È¾î¿ä ¾Ë¹ÙÇÏ´Â°Åº¸´Ï ±â°¡¸ÆÈù´Ù,1,0,1,1
1619,Àú·¸°Ô ¾ÆÀÌ ¾ö¸¶°¡ Ä«Æä¿¡¼­ À½·á ¾þÁö¸£¸é ¿ì¸®³ª¶ó»ç¶÷ 10¿¡ 9Àº µµ¿Í ÁØ´Ù ¿åÇÏ±ä Ä¿³ç   º¯¹æ À¯Æ©ºê ¸ôÄ«º¸´Ù ¸øÇÑ ÀÌ·± ±Ø´ÜÀû ¿¬ÃâÀÌ »çÈ¸°¥µîÀ» ´õ ÃÊ·¡ÇÑ´Ù´Â°Å °¨µ¶Àº ¸ð¸£³ª  ÀüÇüÀû »ó¾÷Àû ¿µÈ­´Ù,0,0,0,0
2451,³² ¿©¸¦ ±¸ºÐÇÏ´Â ¿µÈ­ ³²ÀÚµéµµ ºÁ¾ßÇÏ´Â ¿µÈ­ ±Ùµ¥ ´Ù¼Ò Áö·çÇÏ¸ç  ÆòÁ¡9 6ÀÌ ÀÌÇØ¾ÈµÇ´Â ¿µÈ­,0,0,0,0
4126,Á¤Ä¡ ¼±Àü¹°À» µ· ÁÖ°í º» ´À³¦ÀÌ¶ö±î   ¾ÆÁÖ ±³¹¦ÇÏ°Ô ¿ª»ç¸¦ ÆíÆÄÀûÀ¸·Î  ¸¸µç ¿µÈ­Áß ÇÏ³ªÀÏ»Ó  ±¦È÷ ¹«¼·±â±îÁöÇÏ´Ù  ÀÌ·±½ÄÀ¸·Î Á¶±Ý¾¿ ´ëÁßÀÇ ½É¸®¸¦ ¸ô¾Æ°¡´Â°ÍÀÌ     ÇÈ¼ÇÀÌ¶ó¸é ¾îµð±îÁö°¡ ÇÈ¼ÇÀÌ°í  ¾îµð±îÁö°¡ ³íÇÈ¼ÇÀÎ°¡  »çÈ¸ÁÖÀÇ½Ä ¼±Àü¹°°°´Ù,0,0,0,0
2133,±º´ë´Â µ·¾ø°í »ª¾ø¾î¾ß °¡´Â°ÅÁÒ   Àå±³´Â ³»°¡ ÇÒ°Ô¿ä  ¼Ò¹æ°ø¹«¿ø ÁÁ¾Æ¿ä   Àåºñµé±ä ½È¾î¿ä  °æÂû°ø¹«¿ø ÁÁ¾Æ¿ä   ÇöÀåÃâµ¿ ¸øÇØ¿ä  °ø´ë´Â ½È¾î¿ä   Á÷ÀåÀº ¿øÇØ¿ä  ÈûµçÀÏ ¾ÈÇÒ·¡¿ä  ±Þ¿©´Â¸ÂÃçÁà¿ä  Àü¾÷ÁÖºÎ ÇÒ·¡¿ä  µ¶¹ÚÀ°¾Æ´Â ½È¾î¿ä  Àü¾÷ÁÖºÎ °ª¾îÄ¡ ¿ù300¸¸   ³²ÀÚÁÖºÎ´Â °¡Ä¡¾ø¾î¿ä  ¿©°í¶õ¸» ¼ºÂ÷º°    ¿©´ë´Â À¯ÁöÇÏÀÚ   °áÈ¥À§ÇØ 2Ãµ¸¸¿ø ¸ð¾Ò¾î¿ä   ÀÌÈ¥ÇÒ¶© ³²ÆíÀç»ê 50  ºÐÇÒ,1,1,0,0
1848,¾öº¹µ¿ vs ÆÈº¹µ¿ ¼¼±âÀÇ ´ë°á,0,0,0,0
2532,°°Àº¿µÈ­ ÀÌ·±¿µÈ­¸¦ ¿Ö¸¸µå³Ä,0,0,0,0
2314,»ì¸é¼­ ÇÑ ¹ø º¼±î¸»±îÇÑ Áø»óµéÀ» ÃÑÁýÇÕ½ÃÄÑ¼± ÀÌ°Ô ¿ì¸®³× ¿©¼ºµéÀÇ »îÀÌ¶ó°í ÇÏ¸é  °ø°¨ÇÒ »ç¶÷µéÀÌ ¾ó¸¶³ª µÉ±î¿ä  ¹æ±¸¼®¿¡ ¾É¾Æ Æ®À§ÅÍ·Î ¼­·Î ¾îµð¼­ µé¾ú´Ù¸ç ±«»óÇÑ ½ä °øÀ¯ÇÏ´Â È÷Å°ÄÚ¸ð¸® Æä¹ÌµéÀÌ³ª °ø°¨µÇ°ÚÁÒ  ±×¸®°í ÀÌ ¿µÈ­°¡ ¸»ÇÏ°íÀÚ ÇÏ´Â ¸Þ½ÃÁö´Â ´ëÃ¼ ¹º°¡¿ä  ³²¼ºµéÀº ¾ÇÇÏ´Ù  ³²ÆíÀÌ ¸ÕÀú ¾ÆÀÌ¸¦ ³ºÀÚ°í ÇßÀ¸´Ï Ã¥ÀÓÁ®¶ó  ¾ÆÀÌ¸¦ ³ºÀº °Ç °¡Á¤À» ºÒÇàÇÏ°Ô ¸¸µç´Ù    ¾ïÁö ºÒÇàÀ» ÁÖÀÔÇÏ¸ç ¸ÖÂÄÇÑ »ç¶÷µéµµ º´µé°Ô ¸¸µå´Â ³ª»Û ¿µÈ­ÀÔ´Ï´Ù,1,1,0,0
108,°ø¹éÀ» Á¦¿ÜÇÏ°í 10ÀÚ µî·Ï,0,0,0,0
3682,ºÏÇÑ¹ÌÈ­ ²Çµ·ÆÛÁÖ±â¿µÈ­,0,0,0,0
4286,Àç¹Ì¾ø³×¿ä..¹Ì¾È¿©,0,0,0,0
1529,ºÃ´Âµ¥    ±×³É Á¤½ÅÁúÈ¯ÀÚ ¾ê±â´õ¶ó,1,0,0,1
4188,¿¬±â´Â ÀßÇÏ´Âµ¥ ³Ê¹« ÁÂÆíÇâÀÓ  ±×´ë·Î ¹Ï´Â»ç¶÷ ¾ø°ÚÁö,0,0,0,0
277,º£ ¸® ³ª,1,1,0,0
3916,Á¤Ä¡¼ºÇâ ¶ì´Â ¿µÈ­´Â ÀÌÁ¦ ±×¸¸Á» ³ª¿À°í ¹è¿ìµéµµ °¡·Á°¡¸é¼­ ÂïÀ¸¼¼¿ä,0,0,0,0
3443,¿¬±â¸¸ ÁÁ³× ½ºÅä¸®´Â ¿µ Àç¹Ì ¾ø´Ù,0,0,0,0
3896,¾Æ¹«³»¿ë¾ø´Â ºÏÇÑÂù¾çÀÏ»öºÏÂÊ¿¡¼­ °³ºÀÇß¾î¾ßÇÒ ¿µÈ­,0,0,0,0
654,ÇÑ±¹ÆÇ ¿©ÀÚÁ¶Ä¿,1,0,0,1
1028,º¸´Ù ÇÒ¸»À» ÀÒ¾ú´Ù   ¾ß´çÀÇ ºÎÅ¹À¸·Î ºÏÇÑÀÇ Á÷Á¢Å¸°ÝÀÌ¶ó´Â ¼ÒÀçÀÚÃ¼°¡ ¾îÀÌ°¡¾øÀ½,0,0,0,0
1802,µ¿°¨ÀÌ°¡Áö ¾Ê´Â ¿µÈ­ÀÌ´Ù60³â ±èÁö¿µÀÌ¸é µ¿°¨°¥µí,0,0,0,0
3033,Â÷º°À» ¿©¼º¸¸¹Þ°íÀÖ´Ù ÇÇÇØÀÚÄÚ½ºÇÁ·¹ ÇÏ½Ã´Âµ¥Â÷º°Àº ³²ÀÚ¿Í ¿©ÀÚ ¸ðµÎ°¡ ¹Þ°íÀÖ´Â°Ì´Ï´Ù,1,0,0,1
2467,¾ÇÇÃÀº ÇÑ³²°Å¸®´Â ²ÃÆä¹Ì ÁöµéÀÌ ´ÙÃ³´Þ¸é¼­ Æä¹Ì´Â »çÈ¸¾Ç,1,1,0,0
2662,¸íÀýÁõÈÄ±ºÀÌ¶ó°í,0,0,0,0
2778,¼ÖÁ÷È÷ ±×·¸³×¿ä,0,0,0,0
258,Àú·± ¿©ÀÚ ¸¸³­ ³²ÀÚ ÀÎ»ý ÃÖ¾ÇÀÌ´Ù    ¿©ÀÚ¸¸ Èûµç°Å Ã³·³  ÇÑ½ÉÇÏ´Ù Á¤¸» ³²ÀÚ Èûµç°Ç ¿Ö ¾È ±×·Á³»´ÂÁö,0,0,0,0
4417,¿µÈ­¸¦ º¸´Â³»³» ºÒÆí ¾Æ¹öÁö¼¼´ë Èûµé°Ô»ê°Ç ÀÌÇØÇÕ´Ï´Ù. ÇÏÁö¸¸ ¿ì¸®¼¼´ëµµ Èûµé¾î¿ä. ±×·¯´Ï ÀÌ·±½ÄÀ¸·Î ´ë³õ°í ¿¬¹Î°úÁ¸°æÀ» °­¿äÇÏÁö ¸¶¼¼¿ä,0,0,0,0
4375,¿¾³¯ »ý°¢µµ ³ª¼­ ¹¶Å¬ÇßÁö¸¸ ±×Àú °¨¼ºÆÈÀÌ¿¡ Ä¡ÁßÇÑ º°º¼ÀÏ¾ø´Â ÀÛÇ°ÀÏ»Ó... ¿äÁò ¿ö³« »ì±â Èûµé¾î¼­ÀÎÁö ·¹Æ®·ÎÇ³ÀÇ ÀÛÇ°µéÀÌ ÈïÇà¿¡ ¼º°øÇÏ´Â°Í°ú °°Àº ÀÏ¸ÆÀÏ»Ó ÀÛÇ°¼ºÀº ÀüÇô ¾ø°í ´ÜÁö È²Á¤¹Î°ú ¹è¿ìµéÀÇ ¿¬±â¸¸ÀÌ µ¸º¸¿´À»»Ó,0,0,0,0
3349,ÁÂºü¸® ¿µÈ­   ´õÀÌ»ó °íÀÎÀ» ¿åµÇ°ÔÇÏÁö ¸»¶ó,1,0,1,0
1493,ºñÇö½ÇÀûÀÎ ÀÌ¾ß±â Æä¹Ì¸¦ À§ÇÑ ¿µÈ­,1,1,0,0
1087,¾Æ ÀßÀä´Ù   1Á¡µµ ÁÖ±â ¾Æ±î¿ö¿ä,0,0,0,0
3579,µ· ¾Æ±î¿ö¿© ÁÂÆÄÂù¾ç ¿µÈ­ ½Ã°£ ¾Æ±î¿ö,0,0,0,0
702,ÀÌ°É ¿µÈ­¶ó°í,0,0,0,0
2510,Çö½Ç¿Ö°î ÇÇÇØÀÇ½Ä ÁÖÀÔ °³³ë´ä ¾²·¹±â,0,0,0,0
19,±×³É µ·µû¶ó°¡´Â °Íµé»Ó,0,0,0,0
1294,½ÃÀÛÀü¿¡ ¿ª»çÀý »ç½ÇÀÌ³ª ÇÈ¼ÇÀÌ¶ó°í ÇÑÁÙ ±ò°í ¾ÆÁÖ Áö ¸¾´ë·Î ¸¸µç ÁÂÁ» ¿µÈ­  ¶á±Ý¾ø´Â ¹ÚÅë ÀÏ¾î´ë»ç°¡ ¾Ð±Ç   ±×´Â Ä£ÀÏÆÄ¿©¾ß ÇÏÁÒÀ× ±èÀç±Ô¸¦ °ÅÀÇ ½Å°ÝÈ­½ÃÅ°´øµ¥,1,0,1,1
633,Á¦¹ß ÈïÇØ¶ó ¸¹Àº»ç¶÷µéÀÌ ²ÃÆä¹Ì°¡ Á¤½Åº´ÀÌ¶ó´Â°É ¾Ëµµ·Ï,1,1,0,1
2201,¿©ÀÚµé³¢¸® ¹¶ÃÄ¼­ ³²ÀÚ¸¦ Ä¡ÀÚ´Â ±×·±³»¿ë,0,0,0,0
1634,¿µÈ­´Â ¿µÈ­ÀÏ»Ó,0,0,0,0
1959,¾ÈÅ¸±õ°í ½½ÆÛ¼­ ´«¹°ÀÌ ³µ½À´Ï´Ù  °øÀ¯ ÄÉ¸¯ÅÍ¿¡ °¨Á¤ ÀÌÀÔ µÇ´Â ¹Ù¶÷¿¡     ±ØÇÑÁ÷¾÷ 82³â»ý ±èÁö¿µÀÇ ³²Æí,0,0,0,0
1122,Á¤Ä¡»ö   ¼±µ¿ÀÌ ³Ê¹« ½ÉÇß´Ù,0,0,0,0
3288,´ÞÀç¾Ó ÁøÂ¥ Á¤Ä¡¿µÈ­ ¸¸µé¶ó°í ¸¹ÀÌ ½ÃÅ°³×   ±×·¸°Ô±îÁö ÇÏ°í Áß±¹¿¡ Á¶°ø ¹ÞÃÄ°¡¸ç Áö±Ý ¾òÀº°Ô ¹¹³Ä  ÁøÂ¥ ±ØµµÀÇ Ã»³ª¶ó»ç´ë³×,1,0,1,0
3386,ÀÚ´Ù°¡ ÇÑ½Ã°£¸¸¿¡ Å»Ãâ   ¹®È­ÀÇ³¯ÀÌ¶ó¼­ ±×³ª¸¶ ´ÙÇàÀÌÁö,0,0,0,0
115,°¨µ¿µµ ¾ø°í °ø°¨µµ ¾ø°í Àç¹Ìµµ ¾ø°í¾ïÁö¼ºÀÌ ¹¯¾î³­´Ù,0,0,0,0
3215,¿©ÀÚµé Âü ÀÌ±âÀûÀÌ´Ù  µæº¸´Â°Ç »ý°¢µµ¾ÈÇÏÁö,1,1,0,0
2927,¶ËÀÓ,0,0,0,0
